ChEMBL ID,p-value (-log),Activity Type,Activity Relation,Activity Value,Unit,Smiles
CHEMBL49106,6.4,Ki,=,380,nM,O=C(Nc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2=O)N(CC1CCC1)CC3)c1ccccc1
CHEMBL4108066,6.4,Ki,=,380.7,nM,COc1ccc2c3c1O[C@@H]1[C@]34CCN(CC3CC3)[C@H](C2)[C@]42CC[C@@]1(OC)[C@@H](C[S+]([O-])Cc1ccccc1)C2
CHEMBL177194,6.4,Ki,=,381,nM,COc1ccc2c3c1O[C@H]1c4[nH]c5ccccc5c4C[C@@]4(N)C(C2)N(CC2CC2)CCC314
CHEMBL271797,6.4,Ki,=,385.8,nM,O=C(N[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1ccccc1
CHEMBL3984664,6.4,Ki,=,386,nM,CCOC(=O)c1nc2ccccc2n([C@H]2C[C@@H]3CCC[C@H](C2)N3C/C=C2\CCC3CC2C3(C)C)c1=O
CHEMBL4112771,6.4,Ki,=,387.1,nM,COc1ccc2c3c1O[C@@H]1[C@]34CCN(CC3CC3)[C@H](C2)[C@]42CC[C@@]1(OC)[C@@H](CN(Cc1ccccc1)C(C)=O)C2
CHEMBL439038,6.4,Ki,=,388.2,nM,NC(=O)c1ccc(Oc2ccc3c(c2)CCCN(CCCC(F)(F)F)C3)nc1
CHEMBL2112342,6.4,Ki,=,389.1,nM,CCCCN1C[C@@H]2[C@H](C1)CN(c1ccccc1)C21CCN([C@H]2CC[C@@H](C(C)C)CC2)CC1
CHEMBL573918,6.4,Ki,=,390,nM,CC(C)(CCCCCCC(C)(C)C(=O)Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3)C(=O)O
CHEMBL4634141,6.4,Ki,=,394,nM,CC(=O)Nc1ccc(-c2cnc3c(c2)C[C@@]2(OCCCc4ccccc4)[C@H]4Cc5ccc(O)c6c5[C@@]2(CCN4CC2CC2)[C@H]3O6)cc1
CHEMBL2113309,6.4,Ki,=,395,nM,COc1ccc2c3c1O[C@H]1[C@]4(OC)CC[C@@]5(C[C@@H]4CNC/C=C/c4ccccc4)[C@@H](C2)N(C)CC[C@]315
CHEMBL4062974,6.4,Ki,=,398.1,nM,NC(=O)c1cccc(C2C[C@H]3CC[C@H](C2)N3CC(=O)C2CCCCC2)c1
CHEMBL149074,6.4,Ki,=,400,nM,O=C(Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3)c1ccc(C(=O)Oc2ccc3c(c2)[C@@]24CCCC[C@H]2[C@@H](C3)N(CC2CCC2)CC4)cc1
CHEMBL3086759,6.4,Ki,=,405.3,nM,O=C(O[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(CC1CC1)[C@@H]2C5)c1ccncc1
CHEMBL515621,6.4,Ki,=,405.3,nM,O=C(O[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(CC1CC1)[C@@H]2C5)c1ccncc1
CHEMBL3086759,6.4,Ki,=,405.3,nM,O=C(O[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(CC1CC1)[C@@H]2C5)c1ccncc1
CHEMBL515621,6.4,Ki,=,405.3,nM,O=C(O[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(CC1CC1)[C@@H]2C5)c1ccncc1
CHEMBL405190,6.4,Ki,=,407,nM,CC[C@H](C)[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](C)NC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CCCCN)C(N)=O
CHEMBL396637,6.4,Ki,=,409.3,nM,CC(C)(C)CCN1CCCc2cc(Oc3ccc(C(N)=O)cn3)ccc2C1
CHEMBL298688,6.4,Ki,=,410,nM,NCc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3
CHEMBL218980,6.4,Ki,=,410,nM,C[C@H]1CN2C[C@@H](Cc3ccccc3)NC[C@H]2C[C@@]1(C)c1cccc(O)c1
CHEMBL463518,6.4,Ki,=,410,nM,C[C@H]1C2Cc3cc4ncnc(NCCc5ccc(-c6ccccc6)cc5)c4cc3[C@@]1(C)CCN2CC1CC1
CHEMBL4107680,6.4,Ki,=,410.6,nM,CO[C@]12CC[C@@]3(C[C@@H]1COCc1ccccc1)[C@H]1Cc4ccc(N)c5c4[C@@]3(CCN1C)[C@H]2O5
CHEMBL1417,6.4,Ki,=,414,nM,COc1ccc2c3c1O[C@H]1[C@@H](OS(=O)(=O)O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314
CHEMBL283910,6.4,Ki,=,415,nM,O=C1NCN(c2ccccc2)C12CCN([C@H]1CCc3c(Cl)ccc(Cl)c3C1)CC2
CHEMBL70,6.4,Ki,=,416.9,nM,O[C@H]1C=C[C@@H]2[C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)C)ccc1O
CHEMBL2178340,6.4,Ki,=,419.9,nM,O=C(N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1ccnnc1
CHEMBL108068,6.4,Ki,=,420,nM,C[C@@]12CCCCS[C@@H](Cc3ccc(O)cc31)C2N
CHEMBL290855,6.4,Ki,=,420,nM,CN1CCC2(c3cccc(O)c3)CCCC1[C@H]2O
CHEMBL96785,6.4,Ki,=,420,nM,Oc1ccc2c(c1)C[C@@H]1[C@@H]3CCCCC23CCN1Cc1ccccc1
CHEMBL298590,6.4,Ki,=,420,nM,O=CNc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314
CHEMBL1766045,6.4,Ki,=,420,nM,CN(C)c1nc2cc3c(cc2s1)C[C@@H]1[C@@H]2CCCC[C@]32CCN1CCCF
CHEMBL218705,6.4,Ki,=,420,nM,C[C@H]1CN2CCN(Cc3ccc(Cl)cc3)C[C@H]2C[C@@]1(C)c1cccc(O)c1
CHEMBL1076574,6.4,Ki,=,420,nM,OC(CCC(O)COc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3)COc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3
CHEMBL277863,6.4,Ki,=,422,nM,COC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)[C@H](CN2CCCC2)C1
CHEMBL409969,6.4,Ki,=,426.6,nM,None
CHEMBL211543,6.4,Ki,=,427,nM,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@H]1Cc2ccccc2CN(Cc2nc3ccccc3[nH]2)C1=O
CHEMBL4094512,6.4,Ki,=,428,nM,Oc1ccc(CCN(CCc2cccc(O)c2)CC2CCC2)cc1
CHEMBL4116350,6.4,Ki,=,428,nM,Oc1ccc(CCN(CCc2cccc(O)c2)CC2CCC2)cc1
CHEMBL4062024,6.4,Ki,=,429.3,nM,Cc1cc(C)cc(C2CCCN2Cc2ccc(Oc3ccc(C(N)=O)cc3F)c(F)c2)c1
CHEMBL2370861,6.4,Ki,=,430,nM,None
CHEMBL3597078,6.4,Ki,=,430,nM,CC(C)C[C@H](NC(=O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)C(C)(C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)CNC(=O)[C@H](Cc1ccccc1)N(C)C(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(N)=O
CHEMBL574451,6.4,Ki,=,435,nM,CCN(CC)C(=O)c1ccc(N(c2cccc(CNC)c2)C2CCN(Cc3ccccc3)CC2)cc1
CHEMBL2448130,6.4,Ki,=,438,nM,CN1c2ccccc2C(c2ccccc2F)=NC[C@H]1CCNC(=O)c1ccsc1
CHEMBL4575464,6.4,Ki,=,440,nM,C[C@H]1[C@H]2Cc3ccc(O)cc3[C@]1(C)CCN2CCC(=O)NCC(c1ccccc1)c1ccccc1
CHEMBL390882,6.4,Ki,=,441,nM,CCCCC(c1ccccc1)N1CCC(O)(c2ccccc2)CC1
CHEMBL441427,6.4,Ki,=,443,nM,CC(=O)N1CCC[C@@H]1C/N=C(\S)N1Cc2ccccc2C[C@H]1CNC(=O)NC(C)(C)C
CHEMBL568309,6.4,Ki,=,443,nM,CC[C@@]12CCN(C[C@@H](O)c3ccccc3)C[C@@H]1Oc1ccc(O)cc12
CHEMBL472669,6.4,Ki,=,445,nM,O=C1N(CCNCC2CC2)CN(c2ccccc2)C12CCN(Cc1c(Cl)cccc1Cl)CC2
CHEMBL577356,6.4,Ki,=,447,nM,CCN(CC)C(=O)c1ccc(N(c2cccc(CN)c2)C2CCN(Cc3ccccc3)CC2)cc1
CHEMBL3287466,6.4,Ki,=,448,nM,O=C1CC[C@@]23Cc4ccc(O)cc4[C@@]2(CCN(CC2CC2)C3)C1
CHEMBL114203,6.4,Ki,=,449,nM,C[C@H]1C2Cc3ccc(O)cc3[C@@]1(C)CCN2
CHEMBL265387,6.4,Ki,=,449,nM,C=CCN[C@@H](Cc1ccc(O)cc1)C(=O)NCC(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CCCCN)C(=O)O)[C@@H](C)CC
CHEMBL27699,6.4,Ki,=,450,nM,O=C1NCN(c2ccccc2)C12CCN(C1CCc3c(Cl)cccc3C1)CC2
CHEMBL2111837,6.4,Ki,=,451,nM,CN1c2ccc(Cl)cc2C(c2ccccc2)=NC[C@@H]1CCNC(=O)c1cccs1
CHEMBL1672179,6.3,Ki,=,454,nM,Oc1cccc([C@]23CCC[C@H](C2)N(C/C=C\c2ccccc2)CC3)c1
CHEMBL1739350,6.3,Ki,=,454,nM,Oc1cccc([C@]23CCC[C@H](C2)N(C/C=C\c2ccccc2)CC3)c1
CHEMBL70,6.3,Ki,=,456,nM,O[C@H]1C=C[C@@H]2[C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)C)ccc1O
CHEMBL70,6.3,Ki,=,456,nM,O[C@H]1C=C[C@@H]2[C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)C)ccc1O
CHEMBL70,6.3,Ki,=,456,nM,O[C@H]1C=C[C@@H]2[C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)C)ccc1O
CHEMBL58059,6.3,Ki,=,459,nM,CNCC12Cc3ccc(O)cc3C(C)(CCC1N)C2
CHEMBL55434,6.3,Ki,=,460,nM,CC(C)Nc1ccc2c(c1)[C@@]1(C)CCN(CC3CC3)C(C2)[C@@H]1C
CHEMBL55434,6.3,Ki,=,460,nM,CC(C)Nc1ccc2c(c1)[C@@]1(C)CCN(CC3CC3)C(C2)[C@@H]1C
CHEMBL280827,6.3,Ki,=,460,nM,Cc1cccc2c1CCCC2N1CCC2(CC1)C(=O)NCN2c1ccccc1
CHEMBL70,6.3,Ki,=,460,nM,O[C@H]1C=C[C@@H]2[C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)C)ccc1O
CHEMBL212375,6.3,Ki,=,460,nM,CN(C)Cc1nnc(-c2ccc(C(C)(C)C)cc2)n1-c1cccc(O)c1
CHEMBL2409169,6.3,Ki,=,463,nM,NC(=O)[C@H](CNC(=O)C[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1)Cc1ccccc1
CHEMBL3039964,6.3,Ki,=,463,nM,NC(=O)[C@H](CNC(=O)C[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1)Cc1ccccc1
CHEMBL326548,6.3,Ki,=,464,nM,CCCCCCCCCN1CC[C@]2(C)c3cc(O)ccc3CC1[C@@H]2C
CHEMBL238157,6.3,Ki,=,466.3,nM,NC(=O)c1ccc(Oc2ccc3c(c2)CCCN(CCCC2CCCCC2)C3)nc1
CHEMBL294226,6.3,Ki,=,467,nM,COCC12Cc3ccc(O)cc3C(C)(CCC1N)C2
CHEMBL4106544,6.3,Ki,=,468.1,nM,COc1ccc2c3c1O[C@@H]1[C@]34CCN(CC3CC3)[C@H](C2)[C@]42CC[C@@]1(OC)[C@@H](CSc1nc3ccccc3s1)C2
CHEMBL4109142,6.3,Ki,=,469.9,nM,CO[C@]12CC[C@@]3(C[C@@H]1COCc1ccccc1)[C@H]1Cc4ccc(OCc5nn[nH]n5)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5
CHEMBL291751,6.3,Ki,=,470,nM,CNc1ccc2c(c1)[C@@]1(C)CCN(CC3CC3)C(C2)[C@@H]1C
CHEMBL291751,6.3,Ki,=,470,nM,CNc1ccc2c(c1)[C@@]1(C)CCN(CC3CC3)C(C2)[C@@H]1C
CHEMBL447185,6.3,Ki,=,470,nM,CC(C)S(=O)(=O)NCc1ccc(CC(=O)N(C)[C@H](CN2CC[C@H](O)C2)c2ccccc2)cc1
CHEMBL189243,6.3,Ki,=,472,nM,CC1(C)c2cc(O)ccc2CCC1NC/C=C/c1ccccc1
CHEMBL2371017,6.3,Ki,=,474,nM,C[C@@H]1c2ccccc2CN(C(=O)[C@@H](N)Cc2ccc(O)cc2)[C@@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)O
CHEMBL3264439,6.3,Ki,=,475,nM,C[C@H]1CN(CCOC(=O)[C@H]2Cc3ccc(O)cc3CN2)CC[C@@]1(C)c1cccc(O)c1
CHEMBL392275,6.3,Ki,=,475,nM,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1cccc(C(N)=O)c1)C(=O)O
CHEMBL271815,6.3,Ki,=,478.8,nM,O=C(N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1ccccc1
CHEMBL2386891,6.3,Ki,=,479,nM,CCC[C@@]12CCN(C)C[C@@H]1Oc1ccc(O)cc12
CHEMBL195285,6.3,Ki,=,480,nM,COc1c(C(N)=O)ccc2c1[C@]13CCN(CC4CC4)[C@H](C2)[C@]1(O)CCC(=O)C3
CHEMBL27460,6.3,Ki,=,480,nM,O=C1NCN(c2ccccc2)C12CCN(C1CCCc3ccccc31)CC2
CHEMBL447779,6.3,Ki,=,480,nM,O=C1NCN(c2ccccc2)C12CCN(C1CCc3ccc(Cl)cc3C1)CC2
CHEMBL607319,6.3,Ki,=,480,nM,CC(=O)N[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3C)[C@H]1O5
CHEMBL493454,6.3,Ki,=,480,nM,CCN(CC)C(=O)c1ccccc1C1=CC2(CCNCC2)Oc2ccccc21
CHEMBL377643,6.3,Ki,=,480,nM,CN(C)c1nnc(-c2ccc3ccccc3c2)n1-c1cccc(O)c1
CHEMBL4237758,6.3,Ki,=,485.4,nM,COc1ccc2c3c1O[C@@H]1[C@]34CCN(CC3CC3)[C@H](C2)[C@]42CC[C@@]1(OC)[C@@](C)(C(O)c1ccccc1)C2
CHEMBL4082214,6.3,Ki,=,489.4,nM,Cc1cc(C)cc(C2CCCN2Cc2ccc(Oc3ccc(C(N)=O)cc3)c(Cl)c2)c1
CHEMBL3667191,6.3,Ki,=,490,nM,CN1CC[C@]23CC(=O)CC[C@@]2(O)[C@H]1Cc1ccc(C(=O)NCCc2nc4ccccc4[nH]2)c(O)c13
CHEMBL571862,6.3,Ki,=,490,nM,COc1cccc2c1O[C@H]1CCC[C@H]3CN(CCc4ccccc4)CC[C@]213
CHEMBL1187356,6.3,Ki,=,490,nM,OCCCOc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3
CHEMBL500123,6.3,Ki,=,490,nM,OCCCOc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3
CHEMBL4113058,6.3,Ki,=,493.6,nM,COc1ccc2c3c1O[C@@H]1[C@]34CCN(CC3CC3)[C@H](C2)[C@]42CC[C@@]1(OC)[C@@H](CNCc1ccccc1)C2
CHEMBL124015,6.3,Ki,=,494,nM,CN1c2ccc(Cl)cc2C(c2ccccc2)=NCC1CCNC(=O)c1cccs1
CHEMBL441270,6.3,Ki,=,500,nM,C=C(C)CN1CCC23c4c5ccc(OC)c4O[C@H]2c2[nH]c4ccccc4c2C[C@@]3(O)C1C5
CHEMBL1187388,6.3,Ki,=,500,nM,O[C@@]12CCCC[C@@]13CCN(CC1CCC1)[C@@H]2Cc1ccc(OCCc2ccccc2)cc13
CHEMBL501447,6.3,Ki,=,500,nM,O[C@@]12CCCC[C@@]13CCN(CC1CCC1)[C@@H]2Cc1ccc(OCCc2ccccc2)cc13
CHEMBL401789,6.3,Ki,=,500,nM,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)N[C@@H](CC(=O)O)C(=O)O)CC[C@@]1(C)c1cccc(O)c1
CHEMBL258172,6.3,Ki,=,500,nM,COc1ccc(CC(=O)N(C)[C@H](CN2CCCC2)c2ccccc2)cc1OC
CHEMBL522004,6.3,Ki,=,500,nM,O=S(=O)(Cc1ccc(Cl)cc1)N1CCC2(CC1)CC(c1ccccc1)c1ccccc1O2
CHEMBL1186579,6.3,Ki,=,501.2,nM,O=C1CC[C@@]2([C@@]34[C@H]1Oc1c4c(C[C@H]2[N+](CC3)(C)CC2CC2)ccc1O)O
CHEMBL1186579,6.3,Ki,=,501.2,nM,O=C1CC[C@@]2([C@@]34[C@H]1Oc1c4c(C[C@H]2[N+](CC3)(C)CC2CC2)ccc1O)O
CHEMBL4060795,6.3,Ki,=,501.2,nM,CCCCCCCN1[C@@H]2CC[C@@H]1CC(c1cccc(C(N)=O)c1)C2
CHEMBL4069933,6.3,Ki,=,501.2,nM,NC(=O)c1cccc(C2C[C@H]3CC[C@H](C2)N3CC(O)Cc2ccccc2)c1
CHEMBL1824514,6.3,Ki,=,502.4,nM,O=C(N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1ccncc1Cl
CHEMBL1852672,6.3,Ki,=,502.4,nM,O=C(N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1ccncc1Cl
CHEMBL1824514,6.3,Ki,=,502.4,nM,O=C(N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1ccncc1Cl
CHEMBL1852672,6.3,Ki,=,502.4,nM,O=C(N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1ccncc1Cl
CHEMBL388123,6.3,Ki,=,503,nM,Cc1ccccc1C(c1ccccc1)N1CCC(O)(c2ccccc2)CC1
CHEMBL535844,6.3,Ki,=,503,nM,Cc1ccccc1C(c1ccccc1)N1CCC(O)(c2ccccc2)CC1
CHEMBL541636,6.3,Ki,=,503,nM,Cc1ccccc1C(c1ccccc1)N1CCC(O)(c2ccccc2)CC1
CHEMBL237505,6.3,Ki,=,503.7,nM,CCCCN1CCCc2cc(Oc3ccc(C(N)=O)cn3)ccc2C1
CHEMBL40825,6.3,Ki,=,508,nM,CC(C)(C)NC(=O)NC[C@@H]1Cc2ccccc2CN1/C(S)=N/C[C@H]1CCCN1Cc1ccccc1
CHEMBL1201049,6.3,Ki,=,508,nM,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1
CHEMBL808,6.3,Ki,=,508,nM,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1
CHEMBL40993,6.3,Ki,=,509,nM,COc1ccccc1CN1CCC[C@@H]1C/N=C(\S)N1Cc2ccccc2C[C@H]1CNC(=O)Nc1ccccc1
CHEMBL70,6.3,Ki,=,510,nM,O[C@H]1C=C[C@@H]2[C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)C)ccc1O
CHEMBL26483,6.3,Ki,=,510,nM,O=C(CN1CN(c2ccccc2)C2(CCN(C3CCc4cccc(Cl)c4C3)CC2)C1=O)c1ccccc1
CHEMBL403324,6.3,Ki,=,510,nM,CCN(C(=O)CCN1CC[C@@](C)(c2cccc(O)c2)[C@@H](C)C1)[C@@H](Cc1ccccc1)C(=O)O
CHEMBL437983,6.3,Ki,=,510,nM,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)N[C@@H](CCCN)C(=O)O)CC[C@@]1(C)c1cccc(O)c1
CHEMBL217998,6.3,Ki,=,510,nM,Cc1cccc(CN2CCN3C[C@H](C)[C@](C)(c4cccc(O)c4)C[C@@H]3C2)c1
CHEMBL190766,6.3,Ki,=,513,nM,CCS(=O)(=O)NCc1ccc(CC(=O)N(C)[C@H](CN2CC[C@H](O)C2)c2ccccc2)cc1
CHEMBL80,6.3,Ki,=,515,nM,C=CCN1CC[C@@]23[C@@]4([C@H]1Cc1c3c(O[C@H]2C(=O)CC4)c(cc1)O)O
CHEMBL514662,6.3,Ki,=,516,nM,CCCNCCN1CN(c2ccccc2)C2(CCN(Cc3c(Cl)cccc3Cl)CC2)C1=O
CHEMBL4109220,6.3,Ki,=,517.3,nM,COc1ccc2c3c1O[C@@H]1[C@]34CCN(CC3CC3)[C@H](C2)[C@]42CC[C@@]1(OC)[C@@H](COCc1ccc(C(O)CO)cc1)C2
CHEMBL437177,6.3,Ki,=,518,nM,CC(C)S(=O)(=O)NCc1ccccc1C1(O)CCN(C(c2ccccc2Cl)c2ccccc2Cl)CC1
CHEMBL495058,6.3,Ki,=,518.3,nM,O=C(N[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1ccc2ccccc2c1
CHEMBL365581,6.3,Ki,=,519,nM,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H]1Cc2ccccc2CN1C(=O)[C@@H](N)Cc1ccc(O)cc1
CHEMBL1824517,6.3,Ki,=,526.1,nM,O=C(CNC(=O)c1ccncc1)N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5
CHEMBL1852458,6.3,Ki,=,526.1,nM,O=C(CNC(=O)c1ccncc1)N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5
CHEMBL1824517,6.3,Ki,=,526.1,nM,O=C(CNC(=O)c1ccncc1)N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5
CHEMBL1852458,6.3,Ki,=,526.1,nM,O=C(CNC(=O)c1ccncc1)N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5
CHEMBL27716,6.3,Ki,=,530,nM,O=C1NCN(c2ccccc2)C12CCN([C@@H]1CCCc3ccccc31)CC2
CHEMBL2048780,6.3,Ki,=,530,nM,CN(Cc1ccc(O)cc1)c1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3
CHEMBL473904,6.3,Ki,=,538,nM,O=C1N(CCN2CCCC2)CN(c2ccccc2)C12CCN(Cc1c(Cl)cccc1Cl)CC2
CHEMBL284414,6.3,Ki,=,540,nM,O=C1NCN(c2ccccc2)C12CCN(C1CCc3ccccc31)CC2
CHEMBL219317,6.3,Ki,=,540,nM,C[C@H]1CN2CCN(C(=O)Nc3ccccc3)C[C@H]2C[C@@]1(C)c1cccc(O)c1
CHEMBL2371024,6.3,Ki,=,543,nM,C[C@@H]1c2ccccc2CN(C(=O)[C@@H](N)Cc2ccc(O)cc2)[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)O
CHEMBL2448128,6.3,Ki,=,544,nM,CN1c2ccccc2C(c2ccccc2)=NC[C@H]1CCNC(=O)c1cccs1
CHEMBL583881,6.3,Ki,=,544,nM,COc1cccc2c1O[C@H]1CCC[C@H]3CN(CC4CC4)CC[C@]213
CHEMBL1672187,6.3,Ki,=,547,nM,Oc1cccc([C@]23CCC[C@H](C2)N(C[C@H]2C[C@H]2c2ccccc2)CC3)c1
CHEMBL1739504,6.3,Ki,=,547,nM,Oc1cccc([C@]23CCC[C@H](C2)N(C[C@H]2C[C@H]2c2ccccc2)CC3)c1
CHEMBL56695,6.3,Ki,=,550,nM,NC(=O)c1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314
CHEMBL56695,6.3,Ki,=,550,nM,NC(=O)c1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314
CHEMBL231607,6.3,Ki,=,550,nM,CCCCCCC(c1ccccc1)N1CCC(O)(c2ccccc2)CC1
CHEMBL56695,6.3,Ki,=,550,nM,NC(=O)c1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314
CHEMBL40859,6.3,Ki,=,551,nM,CC(C)(C)NC(=O)NC[C@@H]1Cc2ccccc2CN1/C(S)=N/C[C@H]1CCCN1C(=O)c1ccccc1
CHEMBL2386820,6.3,Ki,=,551,nM,CN1CC[C@@]2(CCc3ccccc3)c3cc(O)ccc3O[C@H]2C1
CHEMBL39968,6.3,Ki,=,554,nM,O=C(NC[C@@H]1Cc2ccccc2CN1C(=S)NC[C@H]1CCCN1)Nc1ccccc1
CHEMBL425806,6.3,Ki,=,558,nM,CC[C@H](C)[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NCC1CC1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CCCCN)C(=O)O
CHEMBL113995,6.3,Ki,=,567,nM,None
CHEMBL38874,6.3,Ki,=,567,nM,None
CHEMBL293951,6.2,Ki,=,570,nM,C[C@H]1C2Cc3ccc(N(C)Cc4ccccc4)cc3[C@@]1(C)CCN2CC1CC1
CHEMBL293951,6.2,Ki,=,570,nM,C[C@H]1C2Cc3ccc(N(C)Cc4ccccc4)cc3[C@@]1(C)CCN2CC1CC1
CHEMBL596,6.2,Ki,=,570,nM,CCC(=O)N(c1ccccc1)C1CCN(CC1)CCc1ccccc1
CHEMBL157313,6.2,Ki,=,570,nM,C[C@@H]1[C@@H]2Cc3ccc(C(N)=O)cc3[C@]1(C)CCN2CC1CC1
