ChEMBL ID,Smiles,Canonical_Smiles,bioactivity_class,pKi
CHEMBL3889993,O=C(O)CC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)Cc1cccc(F)c1,Oc1cccc(c1)[C@@H]1C[C@@H]2CC[C@H](C1)N2CCN(C(=O)CC(=O)O)Cc1cccc(c1)F,active,7
CHEMBL3890980,CC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)Cc1ccccc1,Oc1cccc(c1)[C@@H]1C[C@@H]2CC[C@H](C1)N2CCN(C(=O)C)Cc1ccccc1,active,7
CHEMBL3892743,CC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)Cc1c(F)cccc1F,Oc1cccc(c1)[C@@H]1C[C@@H]2CC[C@H](C1)N2CCN(C(=O)C)Cc1c(F)cccc1F,active,7
CHEMBL3892763,CC1(C)C(CN(CCN2[C@H]3CC[C@@H]2C[C@H](c2cccc(C(N)=O)c2)C3)C(=O)CO)C1(C)C,OCC(=O)N(CC1C(C1(C)C)(C)C)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N,active,7
CHEMBL3893866,C[C@H](CN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)N(Cc1ccccc1)C(=O)CCC1CCCC1,Oc1cccc(c1)[C@@H]1C[C@@H]2CC[C@H](C1)N2C[C@H](N(C(=O)CCC1CCCC1)Cc1ccccc1)C,active,7
CHEMBL3895484,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(C[C@H]2CC[C@H](O)CC2)C(=O)[C@@H](O)CO)c1,OC[C@@H](C(=O)N(C[C@@H]1CC[C@H](CC1)O)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N)O,active,7
CHEMBL3897058,CCC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)CC1CCCCC1,CCC(=O)N(CC1CCCCC1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)O,active,7
CHEMBL3897435,O=C([C@@H](O)c1ccccc1)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)CC1CCCCC1,Oc1cccc(c1)[C@@H]1C[C@@H]2CC[C@H](C1)N2CCN(C(=O)[C@H](c1ccccc1)O)CC1CCCCC1,active,7
CHEMBL3898149,C[C@H](CN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)N(Cc1ccccc1)C(=O)Cc1ccccc1,Oc1cccc(c1)[C@@H]1C[C@@H]2CC[C@H](C1)N2C[C@H](N(C(=O)Cc1ccccc1)Cc1ccccc1)C,active,7
CHEMBL3898217,O=C(CO)ONC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC2CCCCC2)C(=O)[C@@H](O)CO)c1,OC[C@@H](C(=O)N(CC1CCCCC1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)NOC(=O)CO)O,active,7
CHEMBL3899784,O=C(C1CCCC1)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)CC1CCCCC1,Oc1cccc(c1)[C@@H]1C[C@@H]2CC[C@H](C1)N2CCN(C(=O)C1CCCC1)CC1CCCCC1,active,7
CHEMBL3899890,CC(C)CC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)Cc1c(F)cccc1F,CC(CC(=O)N(Cc1c(F)cccc1F)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)O)C,active,7
CHEMBL3899996,CC(C)C[C@H](O)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)CC1CCCCC1,CC(C[C@@H](C(=O)N(CC1CCCCC1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)O)O)C,active,7
CHEMBL3900924,CC(C)CC(=O)N(Cc1ccccc1)[C@H](C)CN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2,CC(CC(=O)N([C@@H](CN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)O)C)Cc1ccccc1)C,active,7
CHEMBL3901553,O=C(CO)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)Cc1ccc(Cl)cc1,OCC(=O)N(Cc1ccc(cc1)Cl)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)O,active,7
CHEMBL3904261,O=C(CO)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)Cc1ccc(C(F)(F)F)cc1,OCC(=O)N(Cc1ccc(cc1)C(F)(F)F)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)O,active,7
CHEMBL3904639,C[C@H](CN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)N(Cc1ccccc1)C(=O)C1CCCC1,Oc1cccc(c1)[C@@H]1C[C@@H]2CC[C@H](C1)N2C[C@H](N(C(=O)C1CCCC1)Cc1ccccc1)C,active,7
CHEMBL3904974,CN(C)CCCC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCCCC1,CN(CCCC(=O)N(CC1CCCCC1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N)C,active,7
CHEMBL3905164,CS(=O)(=O)Nc1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC2CCCCC2)C(=O)CO)c1,OCC(=O)N(CC1CCCCC1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)NS(=O)(=O)C,active,7
CHEMBL3905743,CS(=O)(=O)CC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)CC1CCCCC1,Oc1cccc(c1)[C@@H]1C[C@@H]2CC[C@H](C1)N2CCN(C(=O)CS(=O)(=O)C)CC1CCCCC1,active,7
CHEMBL3907395,CC(=O)N(Cc1ccccc1)[C@H](C)CN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2,Oc1cccc(c1)[C@@H]1C[C@@H]2CC[C@H](C1)N2C[C@H](N(C(=O)C)Cc1ccccc1)C,active,7
CHEMBL3908565,NC(=O)CCC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)CC1CCCCC1,NC(=O)CCC(=O)N(CC1CCCCC1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)O,active,7
CHEMBL3908846,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC2CCCCC2)C(=O)CCC(=O)O)c1,OC(=O)CCC(=O)N(CC1CCCCC1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N,active,7
CHEMBL3909222,CCC(CC)C(=O)N(Cc1ccccc1)[C@H](C)CN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2,CCC(C(=O)N([C@@H](CN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)O)C)Cc1ccccc1)CC,active,7
CHEMBL3911517,O=C(O)CCC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)CC1CCCCC1,OC(=O)CCC(=O)N(CC1CCCCC1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)O,active,7
CHEMBL3911562,CCC(CC)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)Cc1ccccc1,CCC(C(=O)N(Cc1ccccc1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)O)CC,active,7
CHEMBL3912364,O=C(O)CC1(CC(=O)N(CCN2[C@H]3CC[C@@H]2C[C@H](c2cccc(O)c2)C3)CC2CCCCC2)CCCCC1,OC(=O)CC1(CCCCC1)CC(=O)N(CC1CCCCC1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)O,active,7
CHEMBL3912914,O=C([C@H](O)C1CCCCC1)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)CC1CCCCC1,Oc1cccc(c1)[C@@H]1C[C@@H]2CC[C@H](C1)N2CCN(C(=O)[C@@H](C1CCCCC1)O)CC1CCCCC1,active,7
CHEMBL3913557,CS(=O)(=O)CC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1c(F)cccc1F,O=C(N(Cc1c(F)cccc1F)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N)CS(=O)(=O)C,active,7
CHEMBL3914068,O=C(CO)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)CC1CCCCC1,OCC(=O)N(CC1CCCCC1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)O,active,7
CHEMBL3914215,COC(=O)CCC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)Cc1ccccc1,COC(=O)CCC(=O)N(Cc1ccccc1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)O,active,7
CHEMBL3914747,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CCC2CCCCC2)C(=O)CO)c1,OCC(=O)N(CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N)CCC1CCCCC1,active,7
CHEMBL3915012,COC(=O)CCC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)CC1CCCCC1,COC(=O)CCC(=O)N(CC1CCCCC1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)O,active,7
CHEMBL3915013,O=C(Cc1ccccc1)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)CC1CCCCC1,Oc1cccc(c1)[C@@H]1C[C@@H]2CC[C@H](C1)N2CCN(C(=O)Cc1ccccc1)CC1CCCCC1,active,7
CHEMBL3918766,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC2CCCCC2)C(=O)Cc2ccccc2)c1,O=C(N(CC1CCCCC1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N)Cc1ccccc1,active,7
CHEMBL3919593,O=C(O)CC1(CC(=O)N(CCN2[C@H]3CC[C@@H]2C[C@H](c2cccc(O)c2)C3)CC2CCCCC2)CCCC1,OC(=O)CC1(CCCC1)CC(=O)N(CC1CCCCC1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)O,active,7
CHEMBL3920943,CN(C)CC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCCCC1,CN(CC(=O)N(CC1CCCCC1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N)C,active,7
CHEMBL3924084,CC(C)(CO)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCCCC1,OCC(C(=O)N(CC1CCCCC1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N)(C)C,active,7
CHEMBL3924562,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CCCC2CCCCC2)C(=O)CO)c1,OCC(=O)N(CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N)CCCC1CCCCC1,active,7
CHEMBL3929089,O=C(N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)CC1CCCCC1)C1(O)CC1,Oc1cccc(c1)[C@@H]1C[C@@H]2CC[C@H](C1)N2CCN(C(=O)C1(O)CC1)CC1CCCCC1,active,7
CHEMBL3929945,O=C(NCc1ccc(F)cc1)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)CC1CCCCC1,Fc1ccc(cc1)CNC(=O)N(CC1CCCCC1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)O,active,7
CHEMBL3930104,O=C(CO)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)Cc1ccccc1,OCC(=O)N(Cc1ccccc1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)O,active,7
CHEMBL3930269,CCC(C)NC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCCCC1,CCC(NC(=O)N(CC1CCCCC1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N)C,active,7
CHEMBL3930802,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(C[C@H]2CC[C@@H](O)CC2)C(=O)[C@@H](O)CO)c1,OC[C@@H](C(=O)N(C[C@@H]1CC[C@@H](CC1)O)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N)O,active,7
CHEMBL3930987,O=C(O)CC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)CC1CCCCC1,OC(=O)CC(=O)N(CC1CCCCC1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)O,active,7
CHEMBL3931401,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC2CCCCC2)C(=O)NCc2ccc(F)cc2)c1,Fc1ccc(cc1)CNC(=O)N(CC1CCCCC1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N,active,7
CHEMBL3931758,O=C(Nc1ccc2c(c1)OCO2)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)CC1CCCCC1,Oc1cccc(c1)[C@@H]1C[C@@H]2CC[C@H](C1)N2CCN(C(=O)Nc1ccc2c(c1)OCO2)CC1CCCCC1,active,7
CHEMBL3932397,CS(=O)(=O)CC(=O)N(CCCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCCCC1,O=C(N(CC1CCCCC1)CCCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N)CS(=O)(=O)C,active,7
CHEMBL3934103,CCCCCNC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCCCC1,CCCCCNC(=O)N(CC1CCCCC1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N,active,7
CHEMBL3934448,O=C(Nc1cccc(F)c1)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)CC1CCCCC1,Oc1cccc(c1)[C@@H]1C[C@@H]2CC[C@H](C1)N2CCN(C(=O)Nc1cccc(c1)F)CC1CCCCC1,active,7
CHEMBL3935092,O=C(C1CCCCC1)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)CC1CCCCC1,Oc1cccc(c1)[C@@H]1C[C@@H]2CC[C@H](C1)N2CCN(C(=O)C1CCCCC1)CC1CCCCC1,active,7
CHEMBL3935106,CC(=O)N(CCCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCCCC1,CC(=O)N(CC1CCCCC1)CCCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N,active,7
CHEMBL3936213,C[C@H](CN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)N(Cc1ccccc1)C(=O)C1CC1,Oc1cccc(c1)[C@@H]1C[C@@H]2CC[C@H](C1)N2C[C@H](N(C(=O)C1CC1)Cc1ccccc1)C,active,7
CHEMBL3936278,O=C([C@H](O)CCc1ccccc1)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)CC1CCCCC1,Oc1cccc(c1)[C@@H]1C[C@@H]2CC[C@H](C1)N2CCN(C(=O)[C@@H](CCc1ccccc1)O)CC1CCCCC1,active,7
CHEMBL3937881,O=C(CCC1CCCC1)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)CC1CCCCC1,Oc1cccc(c1)[C@@H]1C[C@@H]2CC[C@H](C1)N2CCN(C(=O)CCC1CCCC1)CC1CCCCC1,active,7
CHEMBL3937988,CC(C)CC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)Cc1cccc(F)c1,Oc1cccc(c1)[C@@H]1C[C@@H]2CC[C@H](C1)N2CCN(C(=O)CC(C)C)Cc1cccc(c1)F,active,7
CHEMBL3938376,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC2CCCCC2)C(=O)C2(O)CC2)c1,O=C(C1(O)CC1)N(CC1CCCCC1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N,active,7
CHEMBL3940352,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC2CCCCC2)C(=O)C2(O)CC2)c1,O=C(C1(O)CC1)N(CC1CCCCC1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N,active,7
CHEMBL3938671,O=C(O)CS(=O)(=O)CC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)CC1CCCCC1,OC(=O)CS(=O)(=O)CC(=O)N(CC1CCCCC1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)O,active,7
CHEMBL3939047,CN(C)[C@@H](Cc1ccccc1)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)CC1CCCCC1,Oc1cccc(c1)[C@@H]1C[C@@H]2CC[C@H](C1)N2CCN(C(=O)[C@@H](N(C)C)Cc1ccccc1)CC1CCCCC1,active,7
CHEMBL3940842,O=C([C@@H](O)C1CCCCC1)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)CC1CCCCC1,Oc1cccc(c1)[C@@H]1C[C@@H]2CC[C@H](C1)N2CCN(C(=O)[C@H](C1CCCCC1)O)CC1CCCCC1,active,7
CHEMBL3944763,CC(CO)(CO)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCCCC1,OCC(C(=O)N(CC1CCCCC1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N)(CO)C,active,7
CHEMBL3947053,C[C@H](CN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)N(Cc1ccccc1)C(=O)CC1CCCC1,Oc1cccc(c1)[C@@H]1C[C@@H]2CC[C@H](C1)N2C[C@H](N(C(=O)CC1CCCC1)Cc1ccccc1)C,active,7
CHEMBL3947390,CN(C)CC[C@H](O)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCCCC1,CN(CC[C@@H](C(=O)N(CC1CCCCC1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N)O)C,active,7
CHEMBL3947549,O=C(O)C(O)CC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)Cc1cccc(F)c1,Oc1cccc(c1)[C@@H]1C[C@@H]2CC[C@H](C1)N2CCN(C(=O)CC(C(=O)O)O)Cc1cccc(c1)F,active,7
CHEMBL3949332,O=C(O)CC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)Cc1c(F)cccc1F,OC(=O)CC(=O)N(Cc1c(F)cccc1F)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)O,active,7
CHEMBL3949382,O=C(O)CCC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)Cc1ccccc1,OC(=O)CCC(=O)N(Cc1ccccc1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)O,active,7
CHEMBL3949757,C[C@H](CN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)N(Cc1ccccc1)C(=O)C1CCCCC1,Oc1cccc(c1)[C@@H]1C[C@@H]2CC[C@H](C1)N2C[C@H](N(C(=O)C1CCCCC1)Cc1ccccc1)C,active,7
CHEMBL3923014,O=C(O)CCC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)Cc1c(F)cccc1F,OC(=O)CCC(=O)N(Cc1c(F)cccc1F)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)O,active,7
CHEMBL3951426,O=C(O)CCC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)Cc1c(F)cccc1F,OC(=O)CCC(=O)N(Cc1c(F)cccc1F)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)O,active,7
CHEMBL3951949,CS(=O)(=O)CC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)Cc1cccc(F)c1,Oc1cccc(c1)[C@@H]1C[C@@H]2CC[C@H](C1)N2CCN(C(=O)CS(=O)(=O)C)Cc1cccc(c1)F,active,7
CHEMBL3952624,CN(C)[C@@H](Cc1ccccc1)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCCCC1,CN([C@H](C(=O)N(CC1CCCCC1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N)Cc1ccccc1)C,active,7
CHEMBL3952923,NCC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCCCC1,NCC(=O)N(CC1CCCCC1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N,active,7
CHEMBL3953716,CS(=O)(=O)CC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)Cc1c(F)cccc1F,Oc1cccc(c1)[C@@H]1C[C@@H]2CC[C@H](C1)N2CCN(C(=O)CS(=O)(=O)C)Cc1c(F)cccc1F,active,7
CHEMBL3953728,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC23CC4CC(CC(O)(C4)C2)C3)C(=O)[C@@H](O)CO)c1,OC[C@@H](C(=O)N(CC12CC3CC(C1)CC(C2)(C3)O)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N)O,active,7
CHEMBL3954387,CC(C)(C)NCC[C@H](O)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCCCC1,O=C(N(CC1CCCCC1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N)[C@H](CCNC(C)(C)C)O,active,7
CHEMBL3954518,CC(C)(CC(=O)O)CC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)CC1CCCCC1,OC(=O)CC(CC(=O)N(CC1CCCCC1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)O)(C)C,active,7
CHEMBL3954621,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC2CCCCC2)C(=O)[C@H](O)CO)c1,OC[C@H](C(=O)N(CC1CCCCC1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N)O,active,7
CHEMBL3955687,O=C(O)C1CCCCC1C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)CC1CCCCC1,Oc1cccc(c1)[C@@H]1C[C@@H]2CC[C@H](C1)N2CCN(C(=O)C1CCCCC1C(=O)O)CC1CCCCC1,active,7
CHEMBL3956988,CCN(CC)CC[C@H](O)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCCCC1,CCN(CC[C@@H](C(=O)N(CC1CCCCC1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N)O)CC,active,7
CHEMBL3958731,CN(C)CC(O)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCCCC1,CN(CC(C(=O)N(CC1CCCCC1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N)O)C,active,7
CHEMBL3958806,CC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)CC1CCCCC1,Oc1cccc(c1)[C@@H]1C[C@@H]2CC[C@H](C1)N2CCN(C(=O)C)CC1CCCCC1,active,7
CHEMBL3964041,O=C(CO)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)Cc1c(F)cccc1F,OCC(=O)N(Cc1c(F)cccc1F)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)O,active,7
CHEMBL3965427,C[C@H](CN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)N(Cc1ccccc1)C(=O)CCC(=O)O,OC(=O)CCC(=O)N([C@@H](CN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)O)C)Cc1ccccc1,active,7
CHEMBL3965686,O=C(CO)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)Cc1ccc(F)cc1,OCC(=O)N(Cc1ccc(cc1)F)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)O,active,7
CHEMBL3970586,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC2CCCCC2)C(=O)CCCO)c1,OCCCC(=O)N(CC1CCCCC1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N,active,7
CHEMBL3972035,C[C@H](O)C(=O)N(CCCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1ccccc1,O=C(N(Cc1ccccc1)CCCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N)[C@@H](O)C,active,7
CHEMBL3973639,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC2CCCCC2)C(=O)Nc2ccc3c(c2)OCO3)c1,O=C(N(CC1CCCCC1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N)Nc1ccc2c(c1)OCO2,active,7
CHEMBL3973947,O=C(NCc1ccccc1)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)CC1CCCCC1,Oc1cccc(c1)[C@@H]1C[C@@H]2CC[C@H](C1)N2CCN(C(=O)NCc1ccccc1)CC1CCCCC1,active,7
CHEMBL3974531,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCCN(Cc2ccccc2)C(=O)CO)c1,OCC(=O)N(Cc1ccccc1)CCCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N,active,7
CHEMBL3975037,O=C(C1CCCC1)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)Cc1ccccc1,Oc1cccc(c1)[C@@H]1C[C@@H]2CC[C@H](C1)N2CCN(C(=O)C1CCCC1)Cc1ccccc1,active,7
CHEMBL3977132,CCCCCNC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)CC1CCCCC1,CCCCCNC(=O)N(CC1CCCCC1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)O,active,7
