ChEMBL ID,Smiles,Canonical_Smiles,bioactivity_class,pKi,MW,LogP,NumHDonors,NumHAcceptors
CHEMBL3262093,CO[C@]12C=C[C@@]3(C[C@@H]1[C@H](O)c1ccccc1)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,CO[C@]12C=C[C@]3(C[C@@H]1[C@@H](c1ccccc1)O)[C@@]14[C@H]2Oc2c4c(C[C@H]3N(CC1)CC1CC1)ccc2O,active,8.494850022,471.59700000000043,4.126300000000004,2.0,5.0
CHEMBL199518,O=S(=O)(Nc1ccccc1)N1CCC(c2ccccc2)(c2nccn2Cc2ccccc2)CC1,O=S(=O)(N1CCC(CC1)(c1ccccc1)c1nccn1Cc1ccccc1)Nc1ccccc1,active,8.494850022,472.61400000000015,4.670200000000005,1.0,4.0
CHEMBL439026,CCC(=O)N(c1ccccc1)C1CCN(C(=O)CCC(=O)NNC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc2ccc(O)cc2)CC1,CCC(=O)N(c1ccccc1)C1CCN(CC1)C(=O)CCC(=O)NNC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](NC(=O)[C@H](Cc1ccc(cc1)O)N)C,active,8.494850022,784.915,0.9722000000000082,7.0,9.0
CHEMBL270187,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccc3ccccc3c2)C(=O)O)CC[C@@]1(C)c1cccc(O)c1,Oc1cccc(c1)[C@]1(C)CCN(C[C@@H]1C)C[C@@H](C(=O)N[C@H](C(=O)O)Cc1ccc2c(c1)cccc2)Cc1ccccc1,active,8.494850022,564.7260000000002,5.8159000000000045,3.0,4.0
CHEMBL217710,O=C(C/C=C/c1ccc(Cl)cc1)N[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(CC1CC1)[C@@H]2C5,O=C(N[C@]12CCC(=O)[C@H]3[C@]42CCN([C@@H]1Cc1c4c(O3)c(cc1)O)CC1CC1)C/C=C/c1ccc(cc1)Cl,active,8.48148606,519.0410000000003,4.406200000000003,2.0,5.0
CHEMBL574175,O=C1CC[C@@]2(NCC#Cc3ccc(Cl)cc3)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,O=C1CC[C@@]2([C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)CC2CC2)ccc1O)NCC#Cc1ccc(cc1)Cl,active,8.48148606,489.0150000000001,3.8278000000000025,2.0,5.0
CHEMBL38578,CC1(C)SSC[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2F)C(=O)N[C@@H]1C(=O)O,O=C([C@H](Cc1ccc(cc1)O)N)N[C@H]1CSSC(C)(C)[C@H](NC(=O)[C@@H](NC1=O)Cc1ccccc1F)C(=O)O,active,8.48148606,578.6880000000003,1.3564000000000007,6.0,8.0
CHEMBL290429,CCC(=O)N(C1(CCN(CC1)CCc1ccccc1)C(=O)OC)c1ccccc1,CCC(=O)N(C1(CCN(CC1)CCc1ccccc1)C(=O)OC)c1ccccc1,active,8.48148606,394.5150000000001,3.6799000000000026,0.0,4.0
CHEMBL557257,CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1C,CCN(C(=O)c1ccc(cc1C)C1=CC2(CCNCC2)Oc2c1cccc2)CC,active,8.48148606,390.52700000000016,4.423320000000003,1.0,3.0
CHEMBL221419,Cn1cc(-c2ccccc2)c2c1[C@@H]1Oc3c(O)ccc4c3[C@@]13CCN(CC1CC1)C(C4)[C@]3(O)C2,Oc1ccc2c3c1O[C@@H]1[C@@]43CCN(C(C2)[C@]4(O)Cc2c1n(C)cc2c1ccccc1)CC1CC1,active,8.468521083,454.5700000000002,4.0968000000000035,2.0,5.0
CHEMBL55033,CCC12CCN(C(C1C)C(=O)C3=C2C=C(C=C3)O)CC4CC4,CCC12CCN(C(C1C)C(=O)c1c2cc(O)cc1)CC1CC1,active,8.468521083,299.4140000000001,3.3567000000000027,1.0,3.0
CHEMBL567818,CCN(CC)C(=O)c1ccc(N(c2cccc(C=O)c2)C2CCN(Cc3ccccc3)CC2)cc1,O=Cc1cccc(c1)N(c1ccc(cc1)C(=O)N(CC)CC)C1CCN(CC1)Cc1ccccc1,active,8.468521083,469.62900000000036,5.783800000000006,0.0,4.0
CHEMBL438739,CCCC[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1ccccc1)NN[C@@H](Cc1ccccc1)C(=O)NCC(=O)N[C@H](C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)C(=O)N[C@H](Cc1cn(C(=O)OC2C3CC4CC(C3)CC2C4)c2ccccc12)C(=O)O,CCCC[C@@H](C(=O)N[C@@H](C(=O)O)Cc1cn(c2c1cccc2)C(=O)OC1C2CC3CC1CC(C2)C3)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NN[C@H](C(=O)NCC(=O)N[C@@H](C(=O)N[C@H](C(=O)O)Cc1ccc(cc1)O)C)Cc1ccccc1)CC(=O)O,active,8.468521083,1212.3680000000002,3.6525000000000114,12.0,15.0
CHEMBL2208360,CCOc1ccc(-c2ccc(CCNC(=O)c3ccc4c(c3)C3(C)CCN(CC5CC5)C(C4)C3C)cc2)cc1,CCOc1ccc(cc1)c1ccc(cc1)CCNC(=O)c1ccc2c(c1)C1(C)CCN(C(C2)C1C)CC1CC1,active,8.468521083,522.7330000000003,6.659000000000007,1.0,3.0
CHEMBL257140,CN(C(=O)Cc1cc2c(cc1S(=O)(=O)N(C)Cc1ccccc1)OCO2)[C@H](CN1CCCC1)c1ccccc1,O=C(N([C@@H](c1ccccc1)CN1CCCC1)C)Cc1cc2OCOc2cc1S(=O)(=O)N(Cc1ccccc1)C,active,8.468521083,549.6930000000002,4.074000000000003,0.0,6.0
CHEMBL2113304,CO[C@@]12CC[C@@]3(C[C@@H]1CNC(=O)/C=C/c1ccccc1C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1C)[C@H]2O5,CO[C@@]12CC[C@]3(C[C@@H]1CNC(=O)/C=C/c1ccccc1C)[C@@]14[C@H]2Oc2c4c(C[C@H]3N(CC1)C)ccc2O,active,8.468521083,500.6390000000004,3.974520000000004,2.0,5.0
CHEMBL4644543,Oc1ccc2c3c1O[C@H]1c4ncc(-c5ccc(F)cc5)cc4C[C@@]4(OCCCc5ccccc5)[C@@H](C2)N(CC2CC2)CC[C@]314,Fc1ccc(cc1)c1cnc2c(c1)C[C@@]1([C@@]34[C@H]2Oc2c4c(C[C@H]1N(CC3)CC1CC1)ccc2O)OCCCc1ccccc1,active,8.468521083,588.7230000000005,6.949500000000008,1.0,5.0
CHEMBL63213,CCN(CC)C(=O)c1ccc(C(=C2CC3CCC(C2)N3CCc2c[nH]c3ccccc23)c2ccccc2)cc1,CCN(C(=O)c1ccc(cc1)C(=C1CC2CCC(C1)N2CCc1c[nH]c2c1cccc2)c1ccccc1)CC,active,8.455931956,517.7170000000002,7.321300000000008,1.0,2.0
CHEMBL67157,CCN(CC)C(=O)c1ccc(C(=C2CC3CCC(C2)N3C)c2ccc(OC)cc2)cc1,CCN(C(=O)c1ccc(cc1)C(=C1CC2CCC(C1)N2C)c1ccc(cc1)OC)CC,active,8.455931956,418.58100000000013,5.235700000000006,0.0,3.0
CHEMBL605735,CCN(CC)C(=O)c1ccc(C2(c3cccc(O)c3)CCCN(Cc3nccs3)C2)cc1,CCN(C(=O)c1ccc(cc1)C1(CCCN(C1)Cc1nccs1)c1cccc(c1)O)CC,active,8.455931956,449.62000000000006,4.912800000000005,1.0,5.0
CHEMBL4636598,COc1cc(-c2cnc3c(c2)C[C@@]2(OCCCc4ccccc4)[C@H]4Cc5ccc(O)c6c5[C@@]2(CCN4CC2CC2)[C@H]3O6)ccn1,COc1nccc(c1)c1cnc2c(c1)C[C@@]1([C@@]34[C@H]2Oc2c4c(C[C@H]1N(CC3)CC1CC1)ccc2O)OCCCc1ccccc1,active,8.455931956,601.7470000000004,6.2140000000000075,1.0,7.0
CHEMBL1172245,C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)NCCCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](N)Cc1cnc[nH]1)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,O=C(N[C@H](C(=O)NCCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)Cc1ccccc1)CC(=O)O)NC(=O)[C@H](Cc1c[nH]c2c1cccc2)NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](Cc1[nH]cnc1)N)Cc1ccc(cc1)Cl)CCCNC(=N)N)Cc1ccccc1)CNC(=O)[C@H](NC(=O)[C@H](Cc1ccc(cc1)O)N)C,active,8.455931956,1507.1220000000005,-0.8151300000000272,20.0,17.0
CHEMBL494275,CCN(CC)C(=O)c1ccc(C2=CC3(CCN(C)CC3)Oc3ccccc32)cc1,CCN(C(=O)c1ccc(cc1)C1=CC2(CCN(CC2)C)Oc2c1cccc2)CC,active,8.455931956,390.5270000000001,4.457100000000004,0.0,3.0
CHEMBL250993,C[C@H]1C2Cc3ccc(C(=O)NCCc4cccc(Br)c4)cc3[C@@]1(C)CCN2CC1CC1,Brc1cccc(c1)CCNC(=O)c1ccc2c(c1)[C@@]1(C)CCN(C(C2)[C@@H]1C)CC1CC1,active,8.455931956,481.47800000000035,5.355800000000005,1.0,2.0
CHEMBL108083,O=C(NCCc1ccccc1)c1ccc2[nH]c3c(c2c1)C[C@@]1(O)C2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5,O=C(c1ccc2c(c1)c1C[C@@]3(O)C4Cc5c6[C@]3([C@H](c1[nH]2)Oc6c(O)cc5)CCN4CC1CC1)NCCc1ccccc1,active,8.455931956,561.6820000000004,4.545100000000003,4.0,5.0
CHEMBL3309508,CN1C(=O)[C@H](CCO)CC2=C1[C@@H]1Oc3c(O)ccc4c3[C@@]13CCN(C)[C@H](C4)[C@]3(O)C2,OCC[C@@H]1CC2=C(N(C1=O)C)[C@H]1[C@]34[C@](C2)(O)[C@@H](Cc2c4c(O1)c(O)cc2)N(C)CC3,active,8.443697499,412.4860000000002,0.9007999999999997,3.0,6.0
CHEMBL3597084,CC(C)C[C@H](NC(=O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCC(=O)O)NC(=O)C(C)(C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)[C@@H](C)O)C(N)=O,NCCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)CC(C)C)CO[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)CCCCN)CC(C)C)C)NC(=O)[C@@H](NC(=O)C(NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H]([C@H](O)C)NC(=O)[C@H](Cc1ccc(cc1)O)N)CC(C)C)CC(=O)N)CC(C)C)(C)C)CCC(=O)O,active,8.443697499,1940.2710000000004,-6.7905999999999445,26.0,29.0
CHEMBL1198015,Cc1ccc(C(=O)N[C@@H]2CC[C@@]3(O)[C@H]4Cc5ccc(O)c6c5[C@@]3(CCN4CC3CC3)[C@H]2O6)cc1,Cc1ccc(cc1)C(=O)N[C@@H]1CC[C@@]2([C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)CC2CC2)ccc1O)O,active,8.443697499,460.5740000000003,3.0633200000000027,3.0,5.0
CHEMBL593214,Cc1ccc(C(=O)N[C@@H]2CC[C@@]3(O)[C@H]4Cc5ccc(O)c6c5[C@@]3(CCN4CC3CC3)[C@H]2O6)cc1,Cc1ccc(cc1)C(=O)N[C@@H]1CC[C@@]2([C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)CC2CC2)ccc1O)O,active,8.443697499,460.5740000000003,3.0633200000000027,3.0,5.0
CHEMBL4784791,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(N)=O,NCCCC[C@@H](C(=O)N)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H]([C@H](CC)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@H](Cc1ccc(cc1)O)N)CC(C)C)CCCNC(=N)N)CCCNC(=N)N,active,8.443697499,1205.4780000000005,-3.1300600000000314,18.0,15.0
CHEMBL1834411,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)CC(C)(C)c1ccccc1)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,CO[C@]12CC[C@]3(C[C@@H]1[C@@](CC(c1ccccc1)(C)C)(O)C)[C@@]14[C@H]2Oc2c4c(C[C@H]3N(CC1)CC1CC1)ccc2O,active,8.431798276,543.7480000000005,5.735600000000007,2.0,5.0
CHEMBL110487,CCCC(=O)NCCc1ccc2[nH]c3c(c2c1)C[C@@]1(O)C2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5,CCCC(=O)NCCc1ccc2c(c1)c1C[C@@]3(O)C4Cc5c6[C@]3([C@H](c1[nH]2)Oc6c(O)cc5)CCN4CC1CC1,active,8.431798276,527.6650000000003,4.031400000000003,4.0,5.0
CHEMBL19982,NC(=O)N/N=C1/CC[C@@]2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)[C@H]1O5,NC(=O)N/N=C\1/CC[C@@]2(C34[C@H]1Oc1c4c(CC2N(CC3)CC2CC2)ccc1O)O,active,8.431798276,398.4630000000002,0.9805999999999993,4.0,6.0
CHEMBL232740,CCOC(=O)N1CCC(c2ccccc2)(c2nccn2Cc2ccccc2)CC1,CCOC(=O)N1CCC(CC1)(c1ccccc1)c1nccn1Cc1ccccc1,active,8.431798276,389.4990000000001,4.469800000000005,0.0,4.0
CHEMBL428544,COCC(=O)N1CCC(c2ccccc2)(c2nccn2C(C)c2ccccc2)CC1,COCC(=O)N1CCC(CC1)(c1ccccc1)c1nccn1C(c1ccccc1)C,active,8.431798276,403.52600000000007,4.0473000000000035,0.0,4.0
CHEMBL539193,CCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCc1cc(C(F)(F)F)cc(C(F)(F)F)c1,CCCC[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)NCc1cc(cc(c1)C(F)(F)F)C(F)(F)F)Cc1c[nH]c2c1cccc2)CO[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](NC(=O)[C@H](Cc1ccc(cc1)O)N)C,active,8.431798276,1327.3440000000005,1.1405000000000116,14.0,16.0
CHEMBL1172428,CCCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1c(C)cc(O)cc1C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,CCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)Cc1ccccc1)CC(=O)O)NC(=O)[C@H](Cc1c[nH]c2c1cccc2)NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](Cc1c(C)cc(cc1C)O)N)C)Cc1ccccc1)Cc1[nH]cnc1)Cc1ccc2c(c1)cccc2)CCCNC(=N)N,active,8.431798276,1478.7240000000006,2.246509999999979,18.0,15.0
CHEMBL235107,C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)NNC(=O)CCC(=O)NC1CCN(CCc2ccccc2)CC1,O=C(CCC(=O)NC1CCN(CC1)CCc1ccccc1)NNC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](NC(=O)[C@H](Cc1ccc(cc1)O)N)C,active,8.431798276,756.905,0.3613000000000101,8.0,9.0
CHEMBL3632690,CN(C)c1ccc(/C=C2\C[C@@]3(O)[C@H]4Cc5ccc(O)c6c5[C@@]3(CCN4CC3CC3)[C@@H](O6)C2=O)cc1,CN(c1ccc(cc1)/C=C/1\C[C@@]2(O)[C@H]3Cc4c5[C@]2([C@H](C1=O)Oc5c(O)cc4)CCN3CC1CC1)C,active,8.431798276,472.5850000000003,3.284900000000002,2.0,6.0
CHEMBL2179651,Oc1ccc2c3c1O[C@H]1c4ncc(-c5ccc(Cl)cc5)cc4C[C@@]4(OC/C=C/c5ccccc5)[C@@H](C2)N(CC2CC2)CC[C@]314,Clc1ccc(cc1)c1cnc2c(c1)C[C@@]1([C@@]34[C@H]2Oc2c4c(C[C@H]1N(CC3)CC1CC1)ccc2O)OC/C=C/c1ccccc1,active,8.431798276,603.1620000000005,7.544400000000009,1.0,5.0
CHEMBL4638667,Cc1cc(F)ccc1-c1cnc2c(c1)C[C@@]1(OCCCc3ccccc3)[C@H]3Cc4ccc(O)c5c4[C@@]1(CCN3CC1CC1)[C@H]2O5,Fc1ccc(c(c1)C)c1cnc2c(c1)C[C@@]1([C@@]34[C@H]2Oc2c4c(C[C@H]1N(CC3)CC1CC1)ccc2O)OCCCc1ccccc1,active,8.420216403,602.7500000000005,7.2579200000000075,1.0,5.0
CHEMBL3597153,CC(C)C[C@H](NC(=O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCC(=O)O)NC(=O)C(C)(C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)CCCCNC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)[C@@H](C)O)C(N)=O,NCCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)CC(C)C)CO[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)CCCCN)CC(C)C)C)NC(=O)[C@@H](NC(=O)C(NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CCCCNC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H]([C@H](O)C)NC(=O)[C@H](Cc1ccc(cc1)O)N)CC(C)C)CC(=O)N)CC(C)C)(C)C)CCC(=O)O,active,8.420216403,1942.2870000000005,-6.49509999999994,27.0,29.0
CHEMBL410526,COc1cccc(C(=O)N[C@@H]2CC[C@@]3(O)[C@H]4Cc5ccc(O)c6c5[C@@]3(CCN4CC3CC3)[C@H]2O6)c1,COc1cccc(c1)C(=O)N[C@@H]1CC[C@@]2([C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)CC2CC2)ccc1O)O,active,8.420216403,476.5730000000003,2.7635000000000023,3.0,6.0
CHEMBL246479,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@@H](N)Cc1ccc2nc(N)sc2c1)C(=O)N[C@H](C(=O)O)[C@@H](C)O,OC[C@@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)[C@H](O)C)CC(C)C)Cc1ccccc1)NC(=O)[C@H](Cc1ccc2c(c1)sc(n2)N)N,active,8.420216403,742.8559999999999,-1.449799999999989,10.0,12.0
CHEMBL427706,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2c2[nH]c4ccc(I)cc4c2C[C@@]3(O)[C@H]1C5,Ic1ccc2c(c1)c1C[C@@]3(O)[C@H]4Cc5c6[C@]3([C@H](c1[nH]2)Oc6c(O)cc5)CCN4C,active,8.420216403,500.3360000000003,3.3970000000000002,3.0,4.0
CHEMBL413512,O=C(CCC(=O)Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CC1)CC3)Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CC1)CC3,O=C(Oc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)CC1CC1)CCC(=O)Oc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)CC1CC1,active,8.420216403,676.9419999999999,7.91460000000001,0.0,6.0
CHEMBL217479,O=C(CCCc1ccc(Cl)cc1)N[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(CC1CC1)[C@@H]2C5,O=C(N[C@]12CCC(=O)[C@H]3[C@]42CCN([C@@H]1Cc1c4c(O3)c(cc1)O)CC1CC1)CCCc1ccc(cc1)Cl,active,8.408935393,521.0570000000004,4.325600000000003,2.0,5.0
CHEMBL494854,O=C(N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1ccc2ccccc2n1,O=C(c1ccc2c(n1)cccc2)N[C@@H]1CC[C@@]2([C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)CC2CC2)ccc1O)O,active,8.408935393,497.5950000000004,3.3031000000000024,3.0,6.0
CHEMBL416680,CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3Cc2c[nH]cn2)c2ccccc2)cc1,CCNC(=O)c1ccc(cc1)C(=C1CC2CCC(C1)N2Cc1c[nH]cn1)c1ccccc1,active,8.408935393,426.564,4.788300000000004,2.0,3.0
CHEMBL611438,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2c2ncc(-c4ccc(Cl)cc4)cc2C[C@@]3(O)[C@H]1C5,Clc1ccc(cc1)c1cnc2c(c1)C[C@@]1([C@@]34[C@H]2Oc2c4c(C[C@H]1N(CC3)C)ccc2O)O,active,8.408935393,446.93400000000025,4.026500000000006,2.0,5.0
CHEMBL218600,CCCC[C@@H](NC(=O)[C@@H](CC(=O)O)NC(=O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)N[C@@H](Cc1cc2ccccc2[nH]1)C(=O)NNC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1,CCCC[C@H](C(=O)N[C@H](C(=O)NNC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](NC(=O)[C@H](Cc1ccc(cc1)O)N)C)Cc1cc2c([nH]1)cccc2)NC(=O)[C@H](NC(=O)[C@H](NC(=O)OC(C)(C)C)Cc1ccccc1)CC(=O)O,active,8.408935393,1132.2859999999998,1.737100000000009,13.0,13.0
CHEMBL2208362,CC(C)Oc1cccc(-c2ccc(CCNC(=O)c3ccc4c(c3)C3(C)CCN(CC5CC5)C(C4)C3C)cc2)c1,CC(Oc1cccc(c1)c1ccc(cc1)CCNC(=O)c1ccc2c(c1)C1(C)CCN(C(C2)C1C)CC1CC1)C,active,8.408935393,536.7600000000003,7.047500000000007,1.0,3.0
CHEMBL199931,CN1CC[C@]23c4c5ccc(OC(=O)CCCCCCCCC(=O)Oc6ccc7c(c6)[C@@]68CCCCC6[C@@H](C7)N(CC6CCC6)CC8)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,O=C(Oc1ccc2c(c1)[C@]13CCCCC3[C@@H](C2)N(CC1)CC1CCC1)CCCCCCCCC(=O)Oc1ccc2c3c1O[C@@H]1[C@@]43CCN([C@H](C2)[C@@H]4C=C[C@@H]1O)C,active,8.408935393,763.0320000000003,7.982800000000011,1.0,8.0
CHEMBL214104,CC[C@@]12CCN(CC3CC3)C(C(=O)c3ccc(C(=O)NCCc4ccc(-c5ccccc5)cc4)cc31)[C@@H]2C,CC[C@]12CCN(C([C@@H]1C)C(=O)c1c2cc(cc1)C(=O)NCCc1ccc(cc1)c1ccccc1)CC1CC1,active,8.408935393,506.6900000000003,6.290600000000007,1.0,3.0
CHEMBL511645,NC(=O)c1ccc2c(c1O)[C@]13CCN(CC4CCC4)[C@H](C2)[C@]1(O)CC[C@@H](O)C3,O[C@@H]1CC[C@@]2([C@@]3(C1)CCN([C@@H]2Cc1c3c(O)c(cc1)C(=O)N)CC1CCC1)O,active,8.408935393,386.49200000000025,1.4352999999999998,4.0,5.0
CHEMBL242048,O=C(Nc1ccccc1)Oc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CCC1)CC3,O=C(Nc1ccccc1)Oc1ccc2c(c1)C13CCCCC3C(C2)N(CC1)CC1CCC1,active,8.408935393,430.5920000000003,6.156000000000006,1.0,3.0
CHEMBL3086754,O=C(Cc1ccccn1)N[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(CC1CC1)[C@@H]2C5,O=C(N[C@]12CCC(=O)[C@H]3[C@]42CCN([C@@H]1Cc1c4c(O3)c(cc1)O)CC1CC1)Cc1ccccn1,active,8.408935393,459.5460000000002,2.286999999999999,2.0,6.0
CHEMBL3139491,O=C(Cc1ccccn1)N[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(CC1CC1)[C@@H]2C5,O=C(N[C@]12CCC(=O)[C@H]3[C@]42CCN([C@@H]1Cc1c4c(O3)c(cc1)O)CC1CC1)Cc1ccccn1,active,8.408935393,459.5460000000002,2.286999999999999,2.0,6.0
CHEMBL3954068,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC2CCCCC2)C(=O)CO)c1,OCC(=O)N(CC1CCCCC1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N,active,8.397940009,427.5890000000001,2.8971,2.0,4.0
