ChEMBL ID,Smiles,Canonical_Smiles,bioactivity_class,pKi,MW,LogP,NumHDonors,NumHAcceptors
CHEMBL110894,CCCCC/N=C(\N)Cc1ccc2[nH]c3c(c2c1)C[C@@]1(O)C2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5,CCCCC/N=C(/Cc1ccc2c(c1)c1C[C@@]3(O)C4Cc5c6[C@]3([C@H](c1[nH]2)Oc6c(O)cc5)CCN4CC1CC1)\N,active,7.769551079,540.7080000000003,4.662500000000002,4.0,5.0
CHEMBL1834415,CO[C@]12CC[C@@]3(C[C@@H]1[C@@](C)(O)C(C)(C)C)[C@H]1Cc4c(Cl)cc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,CO[C@]12CC[C@]3(C[C@@H]1[C@](C(C)(C)C)(O)C)[C@@]14[C@H]2Oc2c4c(C[C@H]3N(CC1)CC1CC1)c(cc2O)Cl,active,7.764471553,502.09500000000037,5.067200000000006,2.0,5.0
CHEMBL348268,Cc1c(-c2ccccc2)c2c(n1Cc1ccccc1)[C@@H]1Oc3c(O)ccc4c3[C@@]13CCN(CC1CC1)C(C4)[C@]3(O)C2,Cc1n(Cc2ccccc2)c2c(c1c1ccccc1)C[C@@]1([C@@]34[C@H]2Oc2c4c(CC1N(CC3)CC1CC1)ccc2O)O,active,7.761953897,544.6950000000006,5.916520000000009,2.0,5.0
CHEMBL610040,N/C(=N/Cc1cccc(O)c1)Nc1ccc2[nH]c3c(c2c1)C[C@@]1(O)[C@H]2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5,N/C(=N/Cc1cccc(c1)O)/Nc1ccc2c(c1)c1C[C@@]3(O)[C@H]4Cc5c6[C@]3([C@H](c1[nH]2)Oc6c(O)cc5)CCN4CC1CC1,active,7.754487332,577.6850000000002,4.205000000000003,6.0,6.0
CHEMBL271811,COc1cc(OC)cc(C(=O)N[C@@H]2CC[C@@]3(O)[C@H]4Cc5ccc(O)c6c5[C@@]3(CCN4CC3CC3)[C@H]2O6)c1,COc1cc(OC)cc(c1)C(=O)N[C@@H]1CC[C@@]2([C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)CC2CC2)ccc1O)O,active,7.754487332,506.5990000000004,2.772100000000002,3.0,7.0
CHEMBL2364605,Fc1ccc2c(c1)c1CCOC3(c1[nH]2)CCC(CC3)(N(C)C)c1ccccc1,Fc1ccc2c(c1)c1CCOC3(c1[nH]2)CCC(CC3)(N(C)C)c1ccccc1,active,7.744727495,378.49100000000004,5.106100000000004,1.0,2.0
CHEMBL3962932,Fc1ccc2c(c1)c1CCOC3(c1[nH]2)CCC(CC3)(N(C)C)c1ccccc1,Fc1ccc2c(c1)c1CCOC3(c1[nH]2)CCC(CC3)(N(C)C)c1ccccc1,active,7.744727495,378.49100000000004,5.106100000000004,1.0,2.0
CHEMBL1907788,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@H](CN1CCCC1)c1cccc(NC(=O)C/N=C(S)/N=C2\C=CC(=C3c4ccc(O)cc4Oc4cc(O)ccc43)C(C(=O)O)=C2)c1,S/C(=N\CC(=O)Nc1cccc(c1)[C@H](N(C(=O)Cc1ccc(c(c1)Cl)Cl)C)CN1CCCC1)/N=C/1\C=CC(=C2c3ccc(cc3Oc3c2ccc(c3)O)O)C(=C1)C(=O)O,active,7.744727495,852.7970000000003,8.096500000000008,5.0,8.0
CHEMBL1908852,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@H](CN1CCCC1)c1cccc(NC(=O)C/N=C(S)/N=C2\C=CC(=C3c4ccc(O)cc4Oc4cc(O)ccc43)C(C(=O)O)=C2)c1,S/C(=N\CC(=O)Nc1cccc(c1)[C@H](N(C(=O)Cc1ccc(c(c1)Cl)Cl)C)CN1CCCC1)/N=C/1\C=CC(=C2c3ccc(cc3Oc3c2ccc(c3)O)O)C(=C1)C(=O)O,active,7.744727495,852.7970000000003,8.096500000000008,5.0,8.0
CHEMBL4521187,C[C@H](CO)NC(=O)C1=C(O)[C@@H]2Oc3c(O)ccc4c3[C@@]23CCN(CC2CC2)[C@H](C4)[C@]3(O)C1,OC[C@H](NC(=O)C1=C(O)[C@H]2[C@]34[C@](C1)(O)[C@@H](Cc1c4c(O2)c(O)cc1)N(CC3)CC1CC1)C,active,7.744727495,442.5120000000003,0.8753000000000002,5.0,7.0
CHEMBL3409104,Oc1ccc2c(c1)[C@]1(CCCc3ccccc3)CCN(CCc3ccc(C(F)(F)F)cc3)C[C@@H]1O2,Oc1ccc2c(c1)[C@]1(CCCc3ccccc3)CCN(C[C@@H]1O2)CCc1ccc(cc1)C(F)(F)F,active,7.744727495,481.55800000000016,6.381100000000006,1.0,3.0
CHEMBL202238,c1ccc(Cn2ccnc2C2(c3ccccc3)CCN(c3ncccn3)CC2)cc1,c1ccc(cc1)C1(CCN(CC1)c1ncccn1)c1nccn1Cc1ccccc1,active,7.744727495,395.51000000000005,4.307900000000004,0.0,5.0
CHEMBL473699,Cc1nc2cc3c(cc2[nH]1)[C@@]1(C)CCN(CC2CC2)C(C3)[C@@H]1C,C[C@H]1C2Cc3c([C@@]1(C)CCN2CC1CC1)cc1c(c3)nc([nH]1)C,active,7.744727495,309.457,3.8055200000000022,1.0,2.0
CHEMBL1834247,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@H](C)C(=O)N[C@H]1Cc2ccccc2CN(CC(N)=O)C1=O,NC(=O)CN1Cc2ccccc2C[C@@H](C1=O)NC(=O)[C@H](NC(=O)[C@H](Cc1c(C)cc(cc1C)O)N)C,active,7.744727495,495.58000000000027,-0.061459999999996684,5.0,6.0
CHEMBL551413,CNC(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1,CNC(=O)c1ccc(cc1)C1=CC2(CCNCC2)Oc2c1cccc2,active,7.744727495,334.41900000000004,2.9925000000000015,2.0,3.0
CHEMBL551536,CN(Cc1ccccc1)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1,O=C(c1ccc(cc1)C1=CC2(CCNCC2)Oc2c1cccc2)N(Cc1ccccc1)C,active,7.744727495,424.54400000000004,4.9051000000000045,1.0,3.0
CHEMBL556439,CCN(CC)C(=O)c1ccc(C2=CC3(CCNC3)Oc3ccccc32)cc1,CCN(C(=O)c1ccc(cc1)C1=CC2(CNCC2)Oc2c1cccc2)CC,active,7.744727495,362.4730000000001,3.7248000000000028,1.0,3.0
CHEMBL495278,N#Cc1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1,N#Cc1ccc(cc1)C1=CC2(CCNCC2)Oc2c1cccc2,active,7.744727495,302.3769999999999,3.5045800000000016,1.0,3.0
CHEMBL428055,C[C@H]1C2Cc3ccc(C(=O)NCCCc4cccc5ccccc45)cc3[C@@]1(C)CCN2CC1CC1,C[C@H]1C2Cc3c([C@@]1(C)CCN2CC1CC1)cc(cc3)C(=O)NCCCc1cccc2c1cccc2,active,7.744727495,466.6690000000002,6.136600000000007,1.0,2.0
CHEMBL430397,C[C@H]1C2Cc3ccc(C(=O)NCCCc4ccc5ccccc5c4)cc3[C@@]1(C)CCN2CC1CC1,C[C@H]1C2Cc3c([C@@]1(C)CCN2CC1CC1)cc(cc3)C(=O)NCCCc1ccc2c(c1)cccc2,active,7.744727495,466.6690000000002,6.136600000000007,1.0,2.0
CHEMBL383320,O=C(O)CCCCCCCCC(=O)Oc1ccc2c(c1)[C@@]13CCCCC1[C@@H](C2)N(CC1CCC1)CC3,OC(=O)CCCCCCCCC(=O)Oc1ccc2c(c1)[C@]13CCCCC3[C@@H](C2)N(CC1)CC1CCC1,active,7.744727495,495.7040000000005,6.655900000000008,1.0,4.0
CHEMBL566346,O=C(O)CCCCCCCCC(=O)Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3,OC(=O)CCCCCCCCC(=O)Oc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)CC1CCC1,active,7.744727495,495.7040000000005,6.655900000000008,1.0,4.0
CHEMBL1418,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)OS(=O)(=O)O,CN1CC[C@@]23[C@@H]4[C@H]1Cc1c3c(O[C@H]2[C@H](C=C4)OS(=O)(=O)O)c(cc1)O,active,7.744727495,365.4070000000001,1.0252000000000001,2.0,6.0
CHEMBL415410,CCNC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN=C(N)N)N(C)C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)CNC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC,CCNC(=O)[C@@H](NC(=O)[C@@H](N(C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](Cc1ccc(cc1)[N+](=O)[O-])NC(=O)CNC(=O)CNC(=O)[C@H](Cc1ccc(cc1)O)NC)CC(C)C)CCCN=C(N)N)C)CCCN=C(N)N)CC(C)C,active,7.744727495,1081.2909999999988,-1.992300000000012,13.0,14.0
CHEMBL610037,Oc1ccc2c3c1O[C@H]1c4[nH]c5ccc(N/C(=N/CC6CC6)NCc6ccccc6)cc5c4C[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314,Oc1ccc2c3c1O[C@@H]1[C@@]43CCN([C@H](C2)[C@]4(O)Cc2c1[nH]c1c2cc(cc1)N/C(=N/CC1CC1)/NCc1ccccc1)CC1CC1,active,7.742321425,615.7780000000001,5.540300000000005,5.0,5.0
CHEMBL221421,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2c2c(c4c(n2Cc2ccccc2)CCCC4)C[C@@]3(O)C1C5,Oc1ccc2c3c1O[C@@H]1[C@@]43CCN(C(C2)[C@]4(O)Cc2c1n(Cc1ccccc1)c1c2CCCC1)C,active,7.742321425,468.5970000000003,4.0397000000000025,2.0,5.0
CHEMBL4089193,N#Cc1ccc(/C=C2\C[C@@]3(O)[C@H]4Cc5ccc(O)c6c5[C@@]3(CCN4CC3CC3)[C@@H](O6)C2=O)cc1,N#Cc1ccc(cc1)/C=C/1\C[C@@]2(O)[C@H]3Cc4c5[C@]2([C@H](C1=O)Oc5c(O)cc4)CCN3CC1CC1,active,7.742321425,454.5260000000003,3.090580000000001,2.0,6.0
CHEMBL569945,CCN(CC)C(=O)c1ccc(N(c2cccc(OC)c2)C2CCN(CCc3ccsc3)CC2)cc1,COc1cccc(c1)N(c1ccc(cc1)C(=O)N(CC)CC)C1CCN(CC1)CCc1ccsc1,active,7.739928612,491.70100000000036,6.083900000000007,0.0,5.0
CHEMBL3596371,Oc1ccc2c3c1O[C@H]1c4nc5ccccc5cc4C[C@@]4(O)[C@@H](C2)N(CC(F)F)CC[C@]314,FC(CN1CC[C@@]23[C@@]4([C@H]1Cc1c3c(O[C@H]2c2c(C4)cc3c(n2)cccc3)c(cc1)O)O)F,active,7.739928612,436.458,3.494600000000003,2.0,5.0
CHEMBL3598213,Oc1ccc2c3c1O[C@H]1c4nc5ccccc5cc4C[C@@]4(O)[C@@H](C2)N(CC(F)F)CC[C@]314,FC(CN1CC[C@@]23[C@@]4([C@H]1Cc1c3c(O[C@H]2c2c(C4)cc3c(n2)cccc3)c(cc1)O)O)F,active,7.739928612,436.458,3.494600000000003,2.0,5.0
CHEMBL3139213,C[C@@H]1CN(CCCc2ccccc2)[C@H]2C[C@H](N(C)C)C[C@]1(c1cccc(O)c1)C2,Oc1cccc(c1)[C@]12C[C@H](C[C@@H](C1)N(C)C)N(C[C@H]2C)CCCc1ccccc1,active,7.735182177,392.58700000000016,4.697200000000004,1.0,3.0
CHEMBL3216613,C[C@@H]1CN(CCCc2ccccc2)[C@H]2C[C@H](N(C)C)C[C@]1(c1cccc(O)c1)C2,Oc1cccc(c1)[C@]12C[C@H](C[C@@H](C1)N(C)C)N(C[C@H]2C)CCCc1ccccc1,active,7.735182177,392.58700000000016,4.697200000000004,1.0,3.0
CHEMBL385448,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](OS(=O)(=O)O)CC[C@H]3[C@H]1C5,CN1CC[C@@]23[C@@H]4[C@H]1Cc1c3c(O[C@H]2[C@H](CC4)OS(=O)(=O)O)c(cc1)O,active,7.725842151,367.42300000000006,1.2491999999999999,2.0,6.0
CHEMBL4115773,CO[C@]12CC[C@@]3(C[C@@H]1COCc1ccccc1)[C@H]1Cc4ccc(O)c5c4[C@@]3(CC[N+]1(C)CC1CC1)[C@H]2O5,CO[C@]12CC[C@]3(C[C@@H]1COCc1ccccc1)[C@@]14[C@H]2Oc2c4c(C[C@H]3[N+](CC1)(C)CC1CC1)ccc2O,active,7.723538196,502.6750000000004,4.978100000000006,1.0,4.0
CHEMBL4574150,O=C(Nc1ccc2cc[nH]c2c1)C1=C(O)[C@@H]2Oc3c(O)ccc4c3[C@@]23CCN(CC2CC2)[C@H](C4)[C@]3(O)C1,O=C(C1=C(O)[C@H]2[C@]34[C@](C1)(O)[C@@H](Cc1c4c(O2)c(O)cc1)N(CC3)CC1CC1)Nc1ccc2c(c1)[nH]cc2,active,7.723538196,499.56700000000023,3.4983000000000013,5.0,6.0
CHEMBL2334774,C=C(C(N)=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H]1CCN(C(=O)[C@@H](N)Cc2c(C)cc(O)cc2C)C1)c1ccccc1,O=C([C@H](Cc1c[nH]c2c1cccc2)NC(=O)[C@H]1CCN(C1)C(=O)[C@H](Cc1c(C)cc(cc1C)O)N)N[C@H](C(=C)C(=O)N)c1ccccc1,active,7.723538196,650.7800000000001,2.8351400000000027,6.0,6.0
CHEMBL4246433,COc1ccc(C(O)[C@@]2(C)C[C@@]34CC[C@]2(OC)[C@@H]2Oc5c(OC)ccc6c5[C@@]23CCN(CC2CC2)[C@@H]4C6)cc1,COc1ccc(cc1)C([C@@]1(C)C[C@]23CC[C@]1(OC)[C@H]1[C@]43CCN([C@@H]2Cc2c4c(O1)c(OC)cc2)CC1CC1)O,active,7.723538196,531.6930000000003,5.052000000000006,1.0,6.0
CHEMBL332947,CN1CCC23c4c5ccc(O)c4OC2c2nc(N)ncc2CC3(O)C1C5,Nc1ncc2c(n1)C1Oc3c4C51C(C2)(O)C(Cc4ccc3O)N(CC5)C,active,7.721246399,352.3940000000001,0.6832999999999998,3.0,7.0
CHEMBL367290,CCCN[C@@]12Cc3c([nH]c4ccccc34)[C@@H]3Oc4c(OC)ccc5c4C31CCN(CC1CC1)C2C5,CCCN[C@]12Cc3c([C@H]4C52CCN(C1Cc1c5c(O4)c(cc1)OC)CC1CC1)[nH]c1c3cccc1,active,7.721246399,469.6290000000002,4.882900000000005,2.0,4.0
CHEMBL55851,CCNc1ccc2c(c1)[C@@]1(C)CCN(CC3CC3)C(C2)[C@@H]1C,CCNc1ccc2c(c1)[C@@]1(C)CCN(C(C2)[C@@H]1C)CC1CC1,active,7.721246399,298.47400000000005,4.0526000000000035,1.0,2.0
CHEMBL232738,COC(=O)N1CCC(c2ccccc2)(c2nccn2Cc2ccccc2)CC1,COC(=O)N1CCC(CC1)(c1ccccc1)c1nccn1Cc1ccccc1,active,7.721246399,375.4720000000001,4.079700000000003,0.0,4.0
CHEMBL1649944,CCCC[C@@H](NC(=O)[C@@H](N)Cc1c(C)cc(O)cc1C)C(=O)N[C@@H](Cc1ccc(Cl)cc1)C(=O)N1CCC(N(C(=O)CC)c2ccccc2)CC1,CCCC[C@H](C(=O)N[C@H](C(=O)N1CCC(CC1)N(c1ccccc1)C(=O)CC)Cc1ccc(cc1)Cl)NC(=O)[C@H](Cc1c(C)cc(cc1C)O)N,active,7.721246399,718.3389999999999,5.368940000000005,4.0,6.0
CHEMBL2372104,CC1(C)SSC(C)(C)[C@@H](NC(=O)[C@@H](N)Cc2ccc(C(N)=O)cc2)C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H]1C(=O)O,N[C@H](C(=O)N[C@H]1C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](C(SSC1(C)C)(C)C)C(=O)O)Cc1ccc(cc1)C(=O)N,active,7.721246399,672.83,0.5054000000000073,7.0,9.0
CHEMBL247363,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1ccc(N)cc1)C(=O)O,Nc1ccc(cc1)C[C@@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)O)CC(C)C)Cc1ccccc1)C)N,active,7.721246399,568.6750000000002,0.10250000000000503,7.0,7.0
CHEMBL247759,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc2nc(N)sc2c1)C(=O)O,CC(C[C@@H](C(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@H](Cc1ccc2c(c1)sc(n2)N)N)C,active,7.721246399,611.725,0.3237000000000045,7.0,9.0
CHEMBL571990,COc1ccc(Nc2ccc3c(c2)[C@@]24CCCC[C@H]2[C@@H](C3)N(CC2CCC2)CC4)cc1,COc1ccc(cc1)Nc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)CC1CCC1,active,7.721246399,416.6090000000003,6.297300000000006,1.0,3.0
CHEMBL80,C=CCN1CC[C@@]23[C@@]4([C@H]1Cc1c3c(O[C@H]2C(=O)CC4)c(cc1)O)O,C=CCN1CC[C@@]23[C@@]4([C@H]1Cc1c3c(O[C@H]2C(=O)CC4)c(cc1)O)O,active,7.721246399,327.37999999999994,1.3013999999999997,2.0,5.0
CHEMBL114803,CN1CCC23c4c5ccc(O)c4OC2c2nc(O)ncc2CC3(O)C1C5,Oc1ncc2c(n1)C1Oc3c4C51C(C2)(O)C(Cc4ccc3O)N(CC5)C,active,7.718966633,353.3780000000001,0.8066999999999999,3.0,7.0
CHEMBL47545,C=CCN(CC=C)[C@@H](Cc1ccc(O)cc1)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)O,C=CCN([C@H](C(=O)NC(C(=O)NC(C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CC(C)C)Cc1ccccc1)(C)C)(C)C)Cc1ccc(cc1)O)CC=C,active,7.718966633,691.87,3.109900000000005,6.0,7.0
CHEMBL610041,N/C(=N\CCc1ccc2[nH]c3c(c2c1)C[C@@]1(O)[C@H]2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5)NCc1ccc(Cl)cc1,N/C(=N\CCc1ccc2c(c1)c1C[C@@]3(O)[C@H]4Cc5c6[C@]3([C@H](c1[nH]2)Oc6c(O)cc5)CCN4CC1CC1)/NCc1ccc(cc1)Cl,active,7.716698771,624.1850000000002,4.873000000000004,5.0,5.0
CHEMBL4633209,Oc1ccc2c3c1O[C@H]1c4ncc(-c5ccccc5)cc4C[C@@]4(OCCCc5ccccc5)[C@@H](C2)N(CC2CC2)CC[C@]314,Oc1ccc2c3c1O[C@@H]1[C@@]43CCN([C@H](C2)[C@]4(OCCCc2ccccc2)Cc2c1ncc(c2)c1ccccc1)CC1CC1,active,7.714442691,570.7330000000001,6.810400000000008,1.0,5.0
CHEMBL573739,CCN(CC)C(=O)c1ccc(N(c2cccc(C(=O)NC)c2)C2CCN(Cc3ccccc3)CC2)cc1,CCN(C(=O)c1ccc(cc1)N(c1cccc(c1)C(=O)NC)C1CCN(CC1)Cc1ccccc1)CC,active,7.71219827,498.6710000000004,5.330900000000005,1.0,4.0
CHEMBL67289,CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3CCc2ccccc2)c2cccc(OC)c2)cc1,CCNC(=O)c1ccc(cc1)C(=C1CC2CCC(C1)N2CCc1ccccc1)c1cccc(c1)OC,active,7.70333481,480.65200000000016,6.116300000000007,1.0,3.0
CHEMBL2335120,C=C(C(N)=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCN(C(=O)[C@@H](N)Cc2c(C)cc(O)cc2C)C1)c1ccco1,Oc1cc(C)c(c(c1)C)C[C@@H](C(=O)N1CC[C@H](C1)C(=O)N[C@H](C(=O)N[C@H](C(=C)C(=O)N)c1ccco1)Cc1c[nH]c2c1cccc2)N,active,7.70333481,640.7410000000001,2.428140000000002,6.0,7.0
CHEMBL2370996,NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)[C@@H](N)Cc1ccc(O)cc1,OC(=O)CC[C@@H](C(=O)N)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)[C@H](Cc1ccc(cc1)O)N,active,7.701146924,615.6870000000002,0.7779000000000049,6.0,7.0
CHEMBL270918,COc1ccc(CC(=O)N[C@@H]2CC[C@@]3(O)[C@H]4Cc5ccc(O)c6c5[C@@]3(CCN4CC3CC3)[C@H]2O6)cc1,COc1ccc(cc1)CC(=O)N[C@@H]1CC[C@@]2([C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)CC2CC2)ccc1O)O,active,7.701146924,490.60000000000036,2.692400000000001,3.0,6.0
CHEMBL3959336,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CCc2ccccc2)C(=O)CO)c1,OCC(=O)N(CCc1ccccc1)CCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N,active,7.698970004,435.56800000000027,2.5595,2.0,4.0
CHEMBL4519976,CCC(CC)CN(CCCCCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)C(=O)CO,CCC(CN(C(=O)CO)CCCCCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N)CC,active,7.698970004,457.6590000000002,3.923300000000002,2.0,4.0
CHEMBL4541806,CCC(CC)CN(CCCCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)C(=O)CO,CCC(CN(C(=O)CO)CCCCN1[C@@H]2CC[C@H]1C[C@H](C2)c1cccc(c1)C(=O)N)CC,active,7.698970004,443.63200000000023,3.533200000000001,2.0,4.0
CHEMBL354172,C[C@H]1C2C(=O)c3ccc(O)cc3[C@@]1(C)CCN2CC1CC1,Oc1ccc2c(c1)[C@@]1(C)CCN(C(C2=O)[C@@H]1C)CC1CC1,active,7.698970004,285.38700000000006,2.9666000000000015,1.0,3.0
CHEMBL2048766,c1cc2c(cc1CNc1ccc3c(c1)[C@@]14CCCC[C@H]1[C@@H](C3)N(CC1CC1)CC4)OCO2,C1CC[C@]23[C@@H](C1)[C@@H](Cc1c3cc(NCc3ccc4c(c3)OCO4)cc1)N(CC2)CC1CC1,active,7.698970004,430.5920000000003,5.495800000000005,1.0,4.0
CHEMBL568877,COc1ccc(CNc2ccc3c(c2)[C@@]24CCCC[C@H]2[C@@H](C3)N(CC2CC2)CC4)cc1,COc1ccc(cc1)CNc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)CC1CC1,active,7.698970004,416.6090000000003,5.775700000000005,1.0,3.0
CHEMBL205306,CCCC[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)[C@@H](CCCC)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,CCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)Cc1ccccc1)CC(=O)O)NC(=O)[C@@H](Cc1c[nH]c2c1cccc2)NC(=O)CNC(=O)[C@H](NC(=O)[C@H](Cc1ccc(cc1)O)N)CCCC,active,7.698970004,912.0579999999998,1.1093000000000117,11.0,10.0
CHEMBL550669,CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)o1,CCN(C(=O)c1ccc(o1)C1=CC2(CCNCC2)Oc2c1cccc2)CC,active,7.698970004,366.46100000000007,3.707900000000003,1.0,4.0
CHEMBL1080925,CCCCCCCCCC(=O)Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3,CCCCCCCCCC(=O)Oc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)CC1CCC1,active,7.698970004,465.7220000000005,7.591200000000009,0.0,3.0
CHEMBL565679,CC(CCCCCCC(C)C(=O)Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3)C(=O)O,CC(C(=O)Oc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)CC1CCC1)CCCCCCC(C(=O)O)C,active,7.698970004,523.7580000000005,7.147900000000008,1.0,4.0
CHEMBL307973,O=C(NC1CC1)c1ccc(C(=C2CC3CCC(C2)N3CCc2ccccc2)c2ccccc2)cc1,O=C(c1ccc(cc1)C(=C1CC2CCC(C1)N2CCc1ccccc1)c1ccccc1)NC1CC1,active,7.698970004,462.63700000000006,6.250200000000007,1.0,2.0
CHEMBL323726,CC(C)CC(=N)NCCc1ccc2[nH]c3c(c2c1)C[C@@]1(O)C2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5,CC(CC(=N)NCCc1ccc2c(c1)c1C[C@@]3(O)C4Cc5c6[C@]3([C@H](c1[nH]2)Oc6c(O)cc5)CCN4CC1CC1)C,active,7.696803943,540.7080000000003,4.728070000000004,5.0,5.0
CHEMBL3691875,CO[C@]12CC[C@@]3(C[C@@H]1CNC(=O)[C@H](CO)NC(C)=O)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,OC[C@@H](C(=O)NC[C@H]1C[C@]23CC[C@]1(OC)[C@H]1[C@]43CCN([C@@H]2Cc2c4c(O1)c(O)cc2)CC1CC1)NC(=O)C,active,7.692503962,525.6460000000003,1.2299000000000013,4.0,7.0
CHEMBL63563,CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3c2cccn2C)c2ccccc2)cc1,CCNC(=O)c1ccc(cc1)C(=C1CC2CCC(C1)N2c1cccn1C)c1ccccc1,active,7.681936665,425.576,5.4081000000000055,1.0,3.0
CHEMBL4641670,Oc1ccc2c3c1O[C@H]1c4ncc(-c5ccc(Br)cc5)cc4C[C@@]4(OCCCc5ccccc5)[C@@H](C2)N(CC2CC2)CC[C@]314,Brc1ccc(cc1)c1cnc2c(c1)C[C@@]1([C@@]34[C@H]2Oc2c4c(C[C@H]1N(CC3)CC1CC1)ccc2O)OCCCc1ccccc1,active,7.679853714,649.6290000000002,7.5729000000000095,1.0,5.0
CHEMBL422563,C[C@H]1C2Cc3ccc(Nc4cccnc4)cc3[C@@]1(C)CCN2CC1CC1,C[C@H]1C2Cc3c([C@@]1(C)CCN2CC1CC1)cc(cc3)Nc1cccnc1,active,7.677780705,347.506,4.759400000000004,1.0,3.0
