ChEMBL ID,Smiles,Activity_Value,bioactivity_class
CHEMBL2370163,CC1(C)SSC[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H]1C(N)=O,57.7,active
CHEMBL610001,Cn1c2c(c3c1[C@@H]1Oc4c(O)ccc5c4[C@@]14CCN(CC1CC1)[C@H](C5)[C@]4(O)C3)C[C@@]1(O)[C@H]3Cc4ccc(O)c5c4[C@@]1(CCN3CC1CC1)[C@H]2O5,58,active
CHEMBL3608937,C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)NCCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)OCc1cc(C(F)(F)F)cc(C(F)(F)F)c1,58,active
CHEMBL519100,CC1(N2CCC(n3c(-c4cccc(C(F)(F)F)c4)nc4ccccc43)CC2)CCCCCCC1,58,active
CHEMBL495073,COc1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1,58,active
CHEMBL3691862,CO[C@]12CC[C@@]3(C[C@@H]1CNC(=O)[C@@H](N)Cc1c[nH]cn1)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,58.8,active
CHEMBL405192,CCCC[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1ccccc1)NN[C@@H](Cc1ccccc1)C(=O)NCC(=O)N[C@H](C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)C(=O)N[C@@H](Cc1cn(C(=O)OC(C)(C)C)c2ccccc12)C(=O)O,59,active
CHEMBL555504,CC(C)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCc1cc(C(F)(F)F)cc(C(F)(F)F)c1,59,active
CHEMBL495074,Oc1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1,59,active
CHEMBL160924,COC(=O)c1ccc2c(c1)[C@@]1(C)CCN(CC3CC3)C(C2)[C@@H]1C,59,active
CHEMBL209550,C[C@H]1C2Cc3ccc(C(=O)NCCc4ccccc4)cc3[C@@]1(C)CCN2CC1CC1,59,active
CHEMBL4239240,COc1ccc2c3c1O[C@@H]1[C@]34CCN(CC3CC3)[C@H](C2)[C@]42CC[C@@]1(OC)[C@@](C)(C(O)c1ccc(C(F)(F)F)cc1)C2,59.3,active
CHEMBL109009,O=C(NCCCCc1ccccc1)c1ccc2[nH]c3c(c2c1)C[C@@]1(O)C2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5,59.5,active
CHEMBL236461,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)NCCCc1nc(C)c(Cc2ccccc2)[nH]c1=O,59.6,active
CHEMBL373707,C[C@H]1CN2C[C@H](c3ccccc3)NC[C@H]2C[C@@]1(C)c1cccc(C(N)=O)c1,60,active
CHEMBL299031,CC[C@@H]1CN2CCC3=C([C@@H]2C[C@@H]1/C(=C\OC)/C(=O)OC)NC4=C3C(=CC=C4)OC,60.3,active
CHEMBL575926,CCN(CC)C(=O)c1ccc(N(c2cccc(C(=O)OC)c2)C2CCN(Cc3ccccc3)CC2)cc1,60.3,active
CHEMBL2113312,CO[C@@]12CC[C@@]3(C[C@@H]1CNC/C=C/c1ccc(Cl)cc1)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1C)[C@H]2O5,60.3,active
CHEMBL3691861,CO[C@]12CC[C@@]3(C[C@@H]1CNC(=O)[C@@H](N)CC(=O)O)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,60.4,active
CHEMBL4745899,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H]1Cc2ccccc2CN(CCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2cccc(O)c2)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)O)C(C)(C)C)C1=O,60.9,active
CHEMBL352827,C[C@H]1C2Cc3ccc(Nc4ccc(C(C)(C)C)cc4)cc3[C@@]1(C)CCN2CC1CC1,61,active
CHEMBL2048760,COc1ccccc1CNc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3,61,active
CHEMBL2370992,NC(=O)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)O,61.1,active
CHEMBL1628270,COc1cccc2c1[C@]13CCN(CC4CC4)[C@H](C2)[C@]1(OC)CCC(=O)C3,61.1,active
CHEMBL322796,COc1cccc2c1[C@]13CCN(CC4CC4)[C@H](C2)[C@]1(OC)CCC(=O)C3,61.1,active
CHEMBL21603,CC(C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1ccccn1)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)NCC(N)=O)C(C)C,62.4,active
CHEMBL2386904,Oc1ccc2c(c1)[C@]1(CCc3ccccc3)CCN(CCc3cccc(C(F)(F)F)c3)C[C@@H]1O2,63,active
CHEMBL1187401,O=C(Cc1ccccc1)Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,63,active
CHEMBL501739,O=C(Cc1ccccc1)Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,63,active
CHEMBL403191,C[C@H]1CN(CCC(=O)N(CCc2ccccc2)[C@@H](Cc2ccccc2)C(=O)O)CC[C@@]1(C)c1cccc(O)c1,63,active
CHEMBL157301,CNC(=O)c1ccc2c(c1)[C@@]1(C)CCN(CC3CC3)C(C2)[C@@H]1C,63,active
CHEMBL190353,CN(C(=O)Cc1ccc(CNS(=O)(=O)c2ccc(F)cc2)cc1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,63,active
CHEMBL4111717,COc1ccc2c3c1O[C@@H]1[C@]34CCN(CC3CC3)[C@H](C2)[C@]42CC[C@@]1(OC)[C@@H](COCc1cccc(NC(N)=O)c1)C2,63,active
CHEMBL4569252,CCCCCCN(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)C(=O)CO,63.1,active
CHEMBL2111836,CN1c2ccccc2C(c2ccccc2)=NC[C@@H]1CCNC(=O)c1cccs1,63.2,active
CHEMBL67088,CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3CCOc2ccccc2)c2ccccc2)cc1,63.4,active
CHEMBL4645508,Cc1cc(-c2cnc3c(c2)C[C@@]2(OCCCc4ccccc4)[C@H]4Cc5ccc(O)c6c5[C@@]2(CCN4CC2CC2)[C@H]3O6)ccn1,63.5,active
CHEMBL3609621,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCc1cc(C(F)(F)F)cc(C(F)(F)F)c1,64,active
CHEMBL2386819,CN1CC[C@@]2(Cc3ccccc3)c3cc(O)ccc3O[C@H]2C1,64,active
CHEMBL4647353,Oc1ccc2c3c1O[C@H]1c4ncc(-c5ccccc5C5CC5)cc4C[C@@]4(OCCCc5ccccc5)[C@@H](C2)N(CC2CC2)CC[C@]314,64.1,active
CHEMBL514781,O=C(N[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1ccccn1,64.5,active
CHEMBL4643256,Cc1nocc1-c1cnc2c(c1)C[C@@]1(OCCCc3ccccc3)[C@H]3Cc4ccc(O)c5c4[C@@]1(CCN3CC1CC1)[C@H]2O5,64.5,active
CHEMBL4645533,Oc1ccc2c3c1O[C@H]1c4ncc(-c5ccccc5)cc4C[C@@]4(OCCCC5CCOCC5)[C@@H](C2)N(CC2CC2)CC[C@]314,64.5,active
CHEMBL3808773,CN(C)C[C@H]1CCc2cc(-c3ccccc3C(F)(F)F)ccc2[C@]1(O)c1cccc(O)c1,65,active
CHEMBL1766036,CN(C)c1nc2cc3c(cc2s1)C[C@@H]1[C@@H]2CCCC[C@]32CCN1CC1CC1,65,active
CHEMBL203307,C[C@@H]1C[C@@](C)(c2cccc(O)c2)[C@@H](C)CN1CCc1ccccc1,65,active
CHEMBL376413,C[C@H]1CN2CCN(CC3CCCCC3)C[C@H]2C[C@@]1(C)c1cccc(O)c1,65,active
CHEMBL578422,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(NC(=O)C#Cc5ccc(Cl)cc5)[C@@H](C2)N(CC2CC2)CC[C@]314,65.2,active
CHEMBL2113295,COc1ccc2c3c1O[C@H]1[C@]4(OC)CC[C@@]5(C[C@@H]4CNC(=O)/C=C/c4ccccc4C)[C@@H](C2)N(C)CC[C@]315,65.7,active
CHEMBL358043,CO[C@H]1C=C[C@H]2[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3C)[C@H]1O5,65.8,active
CHEMBL1161422,Cc1cc(O)cc(C)c1C[C@H](N)[C@H](O)C/C=C/[C@@H](O)[C@@H](Cc1ccccc1)C(=O)NCCc1ccccc1,66,active
CHEMBL320335,CC(C)C[C@@H](C(N)=O)N(C)C(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1,67,active
CHEMBL518083,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(C(N)=O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,67,active
CHEMBL4095366,NC(=O)[C@@H]1CC(=O)NCCCC[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H](C2)C(=O)N1,67,active
CHEMBL404583,C[C@H]1CN(CCC(=O)N(c2ccccc2)[C@@H](Cc2ccccc2)C(=O)O)CC[C@@]1(C)c1cccc(O)c1,67,active
CHEMBL570654,O=C(Nc1ccc(I)cc1)Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3,67,active
CHEMBL114123,CCCCCCN1CC[C@]2(C)c3cc(O)ccc3CC1[C@@H]2C,67,active
CHEMBL3409116,Oc1ccc2c(c1)[C@]1(CCCCc3ccccc3)CCN(CCCCc3ccccc3)C[C@@H]1O2,68,active
CHEMBL375119,C[C@H]1CN2C[C@H](C3CCCCC3)NC[C@H]2C[C@@]1(C)c1cccc(O)c1,68,active
CHEMBL494472,CCN1CCC2(C=C(c3ccc(C(=O)N(CC)CC)cc3)c3ccccc3O2)CC1,68,active
CHEMBL4634021,CN(C)c1cccc(-c2cnc3c(c2)C[C@@]2(OCCCc4ccccc4)[C@H]4Cc5ccc(O)c6c5[C@@]2(CCN4CC2CC2)[C@H]3O6)c1,68.9,active
CHEMBL2370991,NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)[C@@H](N)Cc1ccc(O)cc1,69,active
CHEMBL1202432,CN1CCC23c4c5ccc(O)c4O[C@H]2/C(=N\NC(N)=O)CC[C@@]3(O)C1C5,69,active
CHEMBL276959,CN1CCC23c4c5ccc(O)c4O[C@H]2/C(=N\NC(N)=O)CC[C@@]3(O)C1C5,69,active
CHEMBL329453,Oc1ccc2c(c1)C[C@@H]1[C@@H]3CCCCC23CCN1CC1CCCCC1,69,active
CHEMBL4649485,CN(C)c1ccccc1-c1cnc2c(c1)C[C@@]1(OCCCc3ccccc3)[C@H]3Cc4ccc(O)c5c4[C@@]1(CCN3CC1CC1)[C@H]2O5,69.6,active
CHEMBL2112374,N=C(N)NCc1ccc2[nH]c3c(c2c1)C[C@@]1(O)[C@H]2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5,70,active
CHEMBL108024,CCCCCCCNC(=O)c1ccc2[nH]c3c(c2c1)C[C@@]1(O)C2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5,70.2,active
CHEMBL237066,NC(=O)c1ccc(Oc2ccc(CCNCc3ccccc3)cc2)nc1,70.2,active
CHEMBL1795713,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@H](NC(=O)c2cccc(I)c2)CC[C@@]3(O)[C@H]1C5,70.8,active
CHEMBL1795716,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@H](NC(=O)c2cccc(I)c2)CC[C@@]3(O)[C@H]1C5,70.8,active
CHEMBL218135,C[C@H]1CN2CCN(C(=O)Cc3ccccc3)C[C@H]2C[C@@]1(C)c1cccc(O)c1,71,active
CHEMBL492447,C1=C(c2ccccc2)c2ccccc2OC12CCNCC2,71,active
CHEMBL438389,CC(C)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCc1cc(C(F)(F)F)cc(C(F)(F)F)c1,72,active
CHEMBL336234,C[C@H]1CN(CCc2ccccc2)CC[C@@]1(C)c1cccc(C(N)=O)c1,72,active
CHEMBL199871,O=C(Nc1ccccc1)N1CCC(c2ccccc2)(c2nccn2Cc2ccccc2F)CC1,72,active
CHEMBL492448,Cc1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1,72,active
CHEMBL212434,C[C@H]1C2Cc3ccc(C(=O)NCCCc4ccc(-c5ccccc5)cc4)cc3[C@@]1(C)CCN2CC1CC1,72,active
CHEMBL571322,CCCCC(O)c1cc2c(cc1O)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3,72,active
CHEMBL3397593,CC(C)[C@@H](CN1CC[C@@](C)(c2cccc(O)c2)[C@@H](C)C1)NC(=O)[C@H]1Cc2ccc(O)cc2CN1CCF,72.8,active
CHEMBL3397596,CC(C)[C@@H](CN1CC[C@@](C)(c2cccc(O)c2)[C@@H](C)C1)NC(=O)[C@H]1Cc2ccc(OCCCF)cc2CN1,72.9,active
CHEMBL136196,C[C@H]1CN(CCCc2ccccc2)CC[C@@]1(C)c1cccc(C(N)=O)c1,73,active
CHEMBL3597087,CC(C)C[C@H](NC(=O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCC(=O)O)NC(=O)C(C)(C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H]1CCCN1C(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)[C@@H](C)O)C(N)=O,73,active
CHEMBL200940,c1ccc(Cn2ccnc2C2(c3ccccc3)CCN(c3nc4ccccc4s3)CC2)cc1,73,active
CHEMBL3139210,CCCN[C@H]1C[C@H]2C[C@@](c3cccc(O)c3)(C1)[C@H](C)CN2CCCc1ccccc1,73.8,active
CHEMBL3215960,CCCN[C@H]1C[C@H]2C[C@@](c3cccc(O)c3)(C1)[C@H](C)CN2CCCc1ccccc1,73.8,active
CHEMBL392828,Cc1c[nH]c(=O)c(CCCCNC(=O)[C@@H](N)Cc2c(C)cc(O)cc2C)n1,73.8,active
CHEMBL2370013,C[C@H](c1ccccc1)[C@@H](NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,74,active
CHEMBL4443773,CCOc1ccc(C(=O)N2CCCC2)cc1CNC(=O)[C@@H](N)Cc1c(C)cc(O)cc1C,74,active
CHEMBL4597729,CCOc1ccc(C(=O)N2CCCC2)cc1CNC(=O)[C@@H](N)Cc1c(C)cc(O)cc1C,74,active
CHEMBL255354,C[C@@H](NC(=O)[C@@H](Cc1ccccc1)CN1CC[C@@](C)(c2cccc(O)c2)[C@@H](C)C1)C(=O)O,74,active
CHEMBL1076576,OC(CCCCC(O)COc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3)COc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3,74,active
CHEMBL493621,C[C@H]1C2Cc3cc4cc[nH]c(=O)c4cc3[C@@]1(C)CCN2CC1CC1,74,active
CHEMBL554617,O=C(O[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)N(c1ccccc1)c1ccccc1,74.6,active
CHEMBL440196,C[C@H]1C2Cc3ccc(Nc4ccc(N(C)C)cc4)cc3[C@@]1(C)CCN2CC1CC1,75,active
CHEMBL355188,O=C1/C(=C/c2ccc(-c3ccccc3)cc2)C[C@@]2(O)[C@H]3Cc4ccc(O)c5c4C2(CCN3CC2CC2)[C@H]1O5,75,active
CHEMBL72180,CC[C@@]12CCN(CCc3ccccc3)C[C@@H]1Oc1ccc(O)cc12,75,active
CHEMBL2386823,CN1CC[C@@]2(CCCCCc3ccccc3)c3cc(O)ccc3O[C@H]2C1,75,active
CHEMBL2177697,N#Cc1cc(C(=O)N[C@@H]2CC[C@@]3(O)[C@H]4Cc5ccc(O)c6c5[C@@]3(CCN4CC3CC3)[C@H]2O6)ccn1,75.3,active
CHEMBL1766043,CCNc1nc2cc3c(cc2s1)C[C@@H]1[C@@H]2CCCC[C@]32CCN1CCCF,76,active
CHEMBL4557264,CCOc1ccc(CN2CCOCC2)cc1CNC(=O)[C@@H](N)Cc1c(C)cc(O)cc1C,76,active
CHEMBL4596319,CCOc1ccc(CN2CCOCC2)cc1CNC(=O)[C@@H](N)Cc1c(C)cc(O)cc1C,76,active
CHEMBL4085033,NC(=O)[C@@H]1CC(=O)NCCCC[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC(CC2)C(=O)N1,76.7,active
CHEMBL610005,Oc1ccc2c3c1O[C@H]1c4sc5c(c4C[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314)C[C@@]1(O)[C@H]2Cc3ccc(O)c4c3[C@@]1(CCN2CC1CC1)[C@H]5O4,77,active
CHEMBL387670,CCCC[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)OCc1cc(C(F)(F)F)cc(C(F)(F)F)c1)N(C)C(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1,77,active
CHEMBL12391,CCC(=O)N(c1ccccc1)[C@H]1CCN(CCc2ccccc2)C[C@H]1C,77.3,active
CHEMBL1169582,CO[C@@H](C)[C@@H]1CC23C=C[C@]1(OC)[C@H]1Oc4c(O)ccc5c4C12CCN(C)C3C5,77.5,active
CHEMBL413703,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)NCCCCc1nc(C)c(C)[nH]c1=O,77.7,active
CHEMBL512150,NC(=O)c1ccc2c(c1O)[C@]13CCN(CC4CCC4)[C@H](C2)[C@]1(O)CC[C@H](O)C3,78,active
CHEMBL241823,CCNC(=O)Oc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,78,active
CHEMBL113703,CCCCN1CC[C@]2(C)c3cc(O)ccc3CC1[C@@H]2C,78,active
CHEMBL436323,c1ccc(Cn2ccnc2C2(c3ccccc3)CCN(c3nccs3)CC2)cc1,79,active
CHEMBL1766027,CCCNc1nc2cc3c(cc2s1)C[C@@H]1[C@@H]2CCCC[C@]32CCN1CC1CC1,79,active
CHEMBL511816,Oc1ccc2c3c1O[C@H]1CCC[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314,79,active
CHEMBL272021,O=C(O)c1ccc(C(=O)N[C@@H]2CC[C@@]3(O)[C@H]4Cc5ccc(O)c6c5[C@@]3(CCN4CC3CC3)[C@H]2O6)cc1,79.2,active
CHEMBL4082129,NC(=O)c1cccc(C2C[C@H]3CC[C@H](C2)N3CCCCN2C(=O)c3ccccc3C2=O)c1,79.4,active
CHEMBL168913,COc1ccc(CNc2ccc3c(c2)[C@@]2(C)CCN(CC4CC4)C(C3)[C@@H]2C)cc1,80,active
CHEMBL383094,CCCCCCCN1C[C@H](C)[C@](C)(c2cccc(O)c2)C[C@H]1CCC,80,active
CHEMBL346885,O=C(CCCC(=O)Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3)Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3,80,active
CHEMBL572669,CCN(CC)C(=O)c1ccc(N(c2cccc(C(C)O)c2)C2CCN(Cc3ccccc3)CC2)cc1,80.6,active
CHEMBL382326,O=C(Nc1ccccc1)N1CCC(c2ccccc2)(c2nccn2Cc2ccccc2)CC1,81,active
CHEMBL3397595,CC(C)[C@@H](CN1CC[C@@](C)(c2cccc(O)c2)[C@@H](C)C1)NC(=O)[C@H]1Cc2ccc(OCCF)cc2CN1,81.3,active
CHEMBL4107918,COc1ccc2c3c1O[C@@H]1[C@]34CCN(CC3CC3)[C@H](C2)[C@]42CC[C@@]1(OC)[C@@H](CSCc1ccccc1)C2,81.9,active
CHEMBL424328,O=C(CCCCCCCCCCC(=O)Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3)Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3,82,active
CHEMBL3357966,CCOC(=O)Cc1c2c(n(Cc3ccccc3)c1O)[C@@H]1Oc3c(O)ccc4c3[C@@]13CCN(C)[C@H](C4)[C@]3(O)C2,82.1,active
CHEMBL3695671,O=C(O)CN1C[C@H]2[C@H]3Cc4ccc(O)cc4[C@@]2(CCN3CC2CC2)CC1=O,82.2,active
CHEMBL320306,C/C=C1\C[C@@]23Cc4c([nH]c5ccccc45)[C@@H]1[C@@]21CCN(C)C3Cc2ccc(OC)c(O)c21,82.5,active
CHEMBL190600,CN(C(=O)Cc1ccc(CNS(=O)(=O)c2ccccc2)cc1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,83,active
CHEMBL2112473,CC(C)[C@@H](CN1CC[C@@](C)(c2cccc(O)c2)[C@@H](C)C1)NC[C@H]1Cc2ccc(O)cc2CN1,83.6,active
CHEMBL4061882,O=C1/C(=C/c2ccc(C(F)(F)F)cc2)C[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,83.9,active
CHEMBL4159810,N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](Cc1cccc2ccccc12)C(=O)NCC(=O)NCCCCC(=O)NCCCC[C@@H](NC(=O)CCCCNC(=O)CNC(=O)[C@H]1Cc2ccccc2CN1C(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)O,84,active
CHEMBL4094170,O=C1/C(=C/c2ccccc2)C[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CCc2ccccc2)[C@H]1O5,84,active
CHEMBL2387330,NC(=O)[C@H](Cc1ccc(F)cc1)NC(=O)[C@H](CCC(=O)NCCCCCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1)NC(=O)[C@H](Cc1ccc(Cl)cc1)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1,84,active
CHEMBL324418,CN1CC[C@]23c4cccc(O)c4O[C@H]2C(=O)CC[C@H]3C1,84,active
CHEMBL2370869,CC1(C)SSC[C@@H](NC(=O)[C@@H]2NCC[C@@H]2c2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H]1C(=O)O,84.3,active
CHEMBL232345,COC(=O)c1cccc(Cn2ccnc2C2(c3ccccc3)CCN(C(=O)c3ccccc3)CC2)c1,85,active
CHEMBL205965,CCCC[C@@H](C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O)N(C)C(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)[C@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1,85,active
CHEMBL336381,CCCC[C@@H](C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O)N(C)C(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1,85,active
CHEMBL1161417,Cc1cc(O)cc(C)c1C[C@H](N)[C@H](O)C/C=C/[C@@H](O)[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,85,active
CHEMBL3808523,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H]1Cc2ccccc2CN(CCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)C1=O,85,active
CHEMBL610045,N/C(=N/Cc1ccc(Cl)cc1)Nc1ccc2[nH]c3c(c2c1)C[C@@]1(O)[C@H]2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5,85.1,active
CHEMBL4083221,NC(=O)[C@@H]1CC(=O)NCCCC[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N1,85.5,active
CHEMBL310636,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@@H](CN1CCCC1)c1cccc(N/C(S)=N/c2ccc(-c3c4ccc(=O)cc-4oc4cc(O)ccc34)c(C(=O)O)c2)c1,85.7,active
CHEMBL3350135,CN1CC[C@]23c4c5ccc(O)c4O[C@@H]2[C@H](NC(=O)CNC(=O)CCC(=O)NCC(=O)N[C@@H]2CC[C@]4(O)[C@H]6Cc7ccc(O)c8c7[C@@]4(CCN6C)[C@@H]2O8)CC[C@]3(O)[C@H]1C5,86,active
CHEMBL1081608,OC(COc1ccccc1)COc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3,86,active
CHEMBL2113294,COc1ccc2c3c1O[C@H]1[C@]4(OC)CC[C@@]5(C[C@@H]4CNC(=O)/C=C/c4ccccc4)[C@@H](C2)N(C)CC[C@]315,86.4,active
CHEMBL2179657,O=C(O[C@@]12Cc3cc(-c4ccc(Cl)cc4)cnc3[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(CC1CC1)[C@@H]2C5)c1ccccc1,87,active
CHEMBL60377,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](CCC(=O)NCC(=O)NCC(N)=O)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)O,87.8,active
