LogP,pKi
2.5334400000000006,9.096910013
3.3161000000000005,9.096910013
5.858500000000006,9.096910013
4.9940400000000045,9.096910013
4.189800000000003,9.096910013
3.089100000000013,9.096910013
5.965900000000006,9.096910013
0.2360400000000071,9.096910013
4.061700000000005,9.096910013
4.061700000000005,9.096910013
-0.3146999999999931,9.096910013
4.735400000000005,9.096910013
4.805300000000004,9.096910013
4.6661000000000055,9.096910013
4.914500000000006,9.096910013
5.373340000000002,9.096910013
3.824100000000003,9.096910013
0.1711000000000088,9.096910013
6.861700000000008,9.096910013
5.965900000000006,9.096910013
4.159300000000004,9.096910013
2.9685000000000112,9.096910013
3.883740000000002,9.096910013
3.883740000000002,9.096910013
2.1558000000000024,9.096910013
4.969900000000005,9.096910013
6.268900000000006,9.096910013
3.8205000000000022,9.096910013
3.8102000000000023,9.045757491
3.888900000000003,9.045757491
2.2971000000000004,9.045757491
4.803900000000006,9.045757491
5.460200000000006,9.045757491
3.3263000000000016,9.045757491
3.790700000000003,9.045757491
9.1428,9.045757491
9.1428,9.045757491
3.711700000000001,9.045757491
5.498800000000006,9.045757491
5.746500000000006,9.045757491
5.746500000000006,9.045757491
3.479800000000002,9.045757491
2.9678099999999885,9.045757491
2.862700000000001,9.045757491
4.940300000000005,9.045757491
4.205200000000003,9.045757491
6.424200000000007,9.045757491
-0.3146999999999931,9.045757491
4.313440000000003,9.045757491
4.635200000000004,9.045757491
-1.374330000000021,9.0
6.210200000000008,9.0
6.763800000000007,9.0
5.276800000000005,9.0
5.820100000000007,9.0
1.8707,9.0
4.131100000000003,9.0
4.106500000000003,9.0
2.8570000000000046,9.0
2.8570000000000046,9.0
3.2539000000000025,9.0
3.269800000000002,9.0
3.269800000000002,9.0
5.311940000000006,9.0
5.451040000000005,9.0
3.269800000000002,9.0
3.269800000000002,9.0
3.924200000000005,9.0
3.5389000000000017,9.0
1.5040000000000096,9.0
5.370100000000009,9.0
5.989000000000006,9.0
-0.1524599999999927,9.0
0.4192000000000042,9.0
5.114400000000005,9.0
2.4712000000000005,9.0
5.052800000000005,9.0
6.683600000000008,9.0
2.9697000000000013,8.958607315
3.163600000000001,8.958607315
3.3567000000000027,8.958607315
3.6336000000000026,8.958607315
3.3264000000000014,8.958607315
3.348600000000002,8.958607315
1.3564000000000005,8.958607315
4.632400000000003,8.958607315
4.408900000000004,8.958607315
3.7501000000000015,8.958607315
0.1711000000000073,8.958607315
4.715540000000003,8.958607315
6.577320000000007,8.958607315
3.514200000000001,8.958607315
3.3264000000000014,8.958607315
3.572600000000003,8.958607315
3.572600000000003,8.958607315
6.764200000000009,8.958607315
4.413800000000005,8.920818754
4.413800000000005,8.920818754
3.305100000000002,8.920818754
3.6366000000000014,8.920818754
4.179400000000003,8.920818754
2.12282,8.920818754
4.690500000000005,8.920818754
4.579900000000006,8.920818754
4.847200000000005,8.920818754
7.46380000000001,8.920818754
5.0308000000000055,8.920818754
3.157140000000009,8.920818754
1.3176399999999993,8.920818754
3.5524000000000022,8.920818754
5.965900000000006,8.920818754
-1.9259599999999888,8.920818754
4.891900000000004,8.920818754
4.254000000000003,8.920818754
2.7168000000000028,8.920818754
3.729900000000003,8.920818754
1.8908000000000016,8.920818754
2.81032,8.886056648
3.671120000000002,8.886056648
4.624500000000004,8.886056648
2.9494000000000016,8.886056648
4.496200000000004,8.886056648
4.811600000000004,8.886056648
4.128700000000004,8.886056648
4.735400000000005,8.886056648
4.975500000000005,8.886056648
4.803900000000006,8.886056648
4.250700000000003,8.886056648
3.5465000000000027,8.886056648
4.350300000000005,8.886056648
4.016100000000002,8.886056648
4.699100000000014,8.886056648
-1.2731000000000037,8.886056648
6.268900000000006,8.886056648
-1.6615999999999929,8.886056648
6.135300000000007,8.886056648
6.600300000000008,8.886056648
6.848600000000008,8.853871964
7.567700000000009,8.853871964
5.342800000000005,8.853871964
-1.601700000000002,8.853871964
4.189800000000004,8.853871964
6.280400000000006,8.853871964
3.3595000000000024,8.853871964
3.3595000000000024,8.853871964
4.052400000000005,8.853871964
4.052400000000005,8.853871964
3.4083000000000023,8.853871964
3.4083000000000023,8.853871964
1.369700000000007,8.853871964
0.1711000000000088,8.853871964
3.5384400000000027,8.853871964
3.5384400000000027,8.853871964
2.518300000000001,8.853871964
2.1403000000000008,8.853871964
5.059600000000005,8.823908741
5.351200000000006,8.823908741
3.511300000000002,8.823908741
3.511300000000002,8.823908741
0.2812000000000109,8.823908741
6.277500000000006,8.823908741
6.577320000000007,8.823908741
4.176400000000003,8.823908741
4.362500000000004,8.823908741
3.8205000000000022,8.823908741
5.802740000000006,8.823908741
4.869700000000004,8.823908741
3.437000000000002,8.823908741
-0.4279899999999925,8.823908741
3.5454000000000017,8.823908741
3.888900000000003,8.795880017
2.258,8.795880017
2.258,8.795880017
2.258,8.795880017
3.9247000000000014,8.795880017
4.993600000000005,8.795880017
4.571700000000003,8.795880017
-2.443700000000009,8.795880017
4.803900000000006,8.795880017
1.4515000000000091,8.795880017
2.7168,8.795880017
5.275200000000004,8.795880017
3.886600000000003,8.795880017
4.198640000000002,8.795880017
2.7010000000000005,8.795880017
4.205200000000003,8.795880017
4.032140000000003,8.795880017
4.032140000000003,8.795880017
5.765900000000006,8.795880017
4.016100000000002,8.795880017
4.4425000000000034,8.795880017
2.5284000000000004,8.795880017
4.6806000000000045,8.795880017
3.791500000000004,8.769551079
1.1255000000000008,8.769551079
2.7168,8.769551079
1.1121000000000043,8.769551079
1.1121000000000043,8.769551079
4.452900000000004,8.769551079
6.173900000000007,8.769551079
6.11220000000001,8.769551079
3.545240000000001,8.769551079
5.907200000000006,8.769551079
-1.663200000000004,8.769551079
5.703200000000006,8.744727495
6.251000000000007,8.744727495
5.929700000000006,8.744727495
0.6094000000000074,8.744727495
1.96544,8.744727495
5.692300000000008,8.744727495
5.014300000000005,8.744727495
4.858300000000005,8.744727495
3.227500000000002,8.744727495
5.797100000000008,8.744727495
1.5547799999999583,8.744727495
-1.0622999999999936,8.744727495
4.114900000000003,8.744727495
4.5050000000000034,8.744727495
1.5335000000000008,8.744727495
3.218900000000003,8.744727495
4.181600000000003,8.744727495
9.1428,8.744727495
3.855000000000004,8.721246399
3.9101000000000026,8.721246399
4.932700000000006,8.721246399
4.449900000000006,8.721246399
4.442100000000005,8.721246399
4.524400000000005,8.721246399
0.8176000000000045,8.721246399
7.047500000000007,8.721246399
4.018800000000003,8.721246399
7.031200000000009,8.721246399
4.225940000000003,8.721246399
4.225940000000003,8.721246399
3.132100000000002,8.721246399
3.132100000000002,8.721246399
6.244700000000007,8.698970004
5.022500000000004,8.698970004
5.460800000000006,8.698970004
3.184600000000001,8.698970004
3.184600000000001,8.698970004
4.950900000000004,8.698970004
0.4940800000000138,8.698970004
3.6453000000000015,8.698970004
3.3068000000000017,8.698970004
5.611200000000006,8.698970004
1.9029,8.698970004
-3.155689999999978,8.698970004
-4.712189999999962,8.698970004
3.034000000000005,8.698970004
1.4515000000000091,8.698970004
3.3264000000000014,8.698970004
4.482300000000004,8.698970004
3.875600000000003,8.698970004
-1.0932999999999933,8.698970004
5.828600000000008,8.698970004
3.3029000000000024,8.698970004
5.553500000000005,8.698970004
3.308600000000002,8.698970004
5.536800000000007,8.698970004
4.106500000000003,8.677780705
2.745300000000001,8.677780705
6.424200000000007,8.677780705
4.753500000000005,8.677780705
2.7369000000000008,8.677780705
-0.4753300000000151,8.677780705
1.77192,8.677780705
4.879600000000004,8.677780705
4.937900000000004,8.677780705
-1.3478999999999923,8.677780705
-4.411700000000007,8.677780705
6.763800000000007,8.677780705
3.823500000000002,8.657577319
2.4858,8.657577319
4.799000000000005,8.657577319
4.806700000000007,8.657577319
4.276000000000003,8.657577319
3.517400000000003,8.657577319
3.517400000000003,8.657577319
0.1711000000000073,8.657577319
0.2812000000000109,8.657577319
5.755100000000005,8.657577319
5.051000000000005,8.657577319
4.994600000000005,8.638272164
5.603100000000007,8.638272164
3.974120000000004,8.638272164
6.447100000000007,8.638272164
4.585000000000004,8.638272164
5.153700000000005,8.638272164
5.714700000000006,8.638272164
4.138600000000003,8.638272164
2.9315,8.638272164
3.702620000000004,8.619788758
3.251400000000002,8.619788758
4.8814000000000055,8.619788758
5.525300000000008,8.619788758
3.5812000000000035,8.619788758
4.152240000000003,8.619788758
4.152240000000003,8.619788758
4.423320000000003,8.619788758
4.579900000000004,8.619788758
3.434200000000001,8.619788758
3.095400000000001,8.602059991
3.773700000000004,8.602059991
3.773700000000004,8.602059991
3.5099000000000027,8.602059991
5.355800000000005,8.602059991
7.567100000000008,8.602059991
4.144600000000003,8.602059991
5.073000000000006,8.602059991
3.135500000000002,8.585026652
3.135500000000002,8.585026652
1.4961000000000002,8.585026652
4.214400000000003,8.585026652
1.2534000000000003,8.585026652
3.3642800000000026,8.585026652
4.350300000000005,8.585026652
-1.6181999999999954,8.585026652
1.1093000000000115,8.585026652
2.7197000000000005,8.585026652
6.979100000000008,8.585026652
2.1545,8.585026652
3.6254000000000026,8.568636236
3.011300000000001,8.568636236
3.0375000000000014,8.568636236
4.086400000000002,8.568636236
4.427700000000004,8.568636236
4.109740000000003,8.568636236
4.109740000000003,8.568636236
3.8205000000000022,8.568636236
2.5198400000000003,8.568636236
5.443600000000005,8.568636236
5.916500000000006,8.568636236
3.182500000000002,8.568636236
3.182500000000002,8.568636236
2.460500000000001,8.568636236
3.8480000000000025,8.552841969
3.639500000000004,8.552841969
3.639500000000004,8.552841969
5.360000000000008,8.552841969
3.3879000000000112,8.552841969
4.263300000000004,8.552841969
3.218900000000003,8.552841969
2.4712000000000005,8.537602002
2.7168000000000028,8.537602002
2.758800000000001,8.537602002
1.3564000000000007,8.537602002
-5.010999999999991,8.537602002
4.818400000000006,8.537602002
3.193920000000002,8.537602002
4.859900000000005,8.537602002
4.8381000000000025,8.537602002
0.7458699999999763,8.537602002
2.7168,8.537602002
7.396200000000008,8.537602002
4.819900000000004,8.537602002
3.3580000000000023,8.537602002
4.579700000000004,8.522878745
2.8659000000000017,8.522878745
-0.8638300000000159,8.522878745
-5.130789999999979,8.522878745
6.974220000000006,8.522878745
5.821900000000007,8.522878745
1.823700000000001,8.508638306
2.838300000000003,8.508638306
2.838300000000003,8.508638306
4.693300000000004,8.508638306
3.754380000000003,8.508638306
3.1545000000000014,8.508638306
5.351900000000006,8.508638306
5.263800000000009,8.508638306
3.641300000000002,8.508638306
2.6606000000000005,8.494850022
3.1431000000000004,8.494850022
4.466300000000003,8.494850022
5.812400000000007,8.494850022
4.126300000000004,8.494850022
4.670200000000005,8.494850022
0.9722000000000082,8.494850022
5.8159000000000045,8.494850022
4.406200000000003,8.48148606
3.8278000000000025,8.48148606
1.3564000000000007,8.48148606
3.6799000000000026,8.48148606
4.423320000000003,8.48148606
4.096800000000004,8.468521083
3.3567000000000027,8.468521083
5.783800000000006,8.468521083
3.6525000000000114,8.468521083
6.659000000000007,8.468521083
4.074000000000003,8.468521083
3.974520000000004,8.468521083
6.949500000000008,8.468521083
7.321300000000008,8.455931956
5.235700000000006,8.455931956
4.912800000000005,8.455931956
6.214000000000008,8.455931956
-0.8151300000000272,8.455931956
4.457100000000004,8.455931956
5.355800000000005,8.455931956
4.545100000000003,8.455931956
0.9007999999999996,8.443697499
-6.7905999999999445,8.443697499
3.0633200000000027,8.443697499
3.0633200000000027,8.443697499
-3.130060000000032,8.443697499
5.735600000000007,8.431798276
4.031400000000003,8.431798276
0.9805999999999993,8.431798276
4.469800000000005,8.431798276
4.047300000000004,8.431798276
1.1405000000000116,8.431798276
2.246509999999979,8.431798276
0.3613000000000101,8.431798276
3.284900000000002,8.431798276
7.544400000000009,8.431798276
7.257920000000007,8.420216403
-6.49509999999994,8.420216403
2.7635000000000023,8.420216403
-1.449799999999989,8.420216403
3.397,8.420216403
7.91460000000001,8.420216403
4.325600000000003,8.408935393
3.3031000000000024,8.408935393
4.788300000000004,8.408935393
4.026500000000006,8.408935393
1.737100000000009,8.408935393
7.047500000000007,8.408935393
7.982800000000011,8.408935393
6.290600000000007,8.408935393
1.4352999999999998,8.408935393
6.156000000000006,8.408935393
2.286999999999999,8.408935393
2.286999999999999,8.408935393
2.8971,8.397940009
0.2034000000000126,8.397940009
3.9650000000000034,8.397940009
3.099500000000001,8.397940009
1.4461000000000004,8.397940009
3.644000000000003,8.397940009
5.793240000000007,8.397940009
2.8909200000000004,8.397940009
1.5831000000000073,8.397940009
3.636600000000003,8.387216143
2.7168,8.387216143
4.968140000000008,8.387216143
6.990400000000008,8.387216143
5.813300000000007,8.387216143
4.497900000000004,8.37675071
4.571700000000004,8.37675071
3.9814000000000025,8.37675071
1.6435000000000002,8.37675071
3.080400000000001,8.37675071
-6.885199999999942,8.37675071
11.035399999999994,8.37675071
1.4232399999999994,8.37675071
2.0744,8.37675071
2.3439,8.37675071
5.828600000000007,8.37675071
4.549100000000005,8.37675071
2.663100000000002,8.37675071
3.635000000000003,8.356547324
4.025100000000005,8.356547324
1.448700000000002,8.356547324
10.645299999999995,8.356547324
5.227100000000005,8.346787486
3.855500000000002,8.346787486
-2.386060000000005,8.346787486
2.910000000000001,8.346787486
4.319100000000003,8.346787486
3.858200000000003,8.346787486
4.217800000000005,8.337242168
4.372100000000005,8.337242168
3.803300000000003,8.337242168
4.175400000000004,8.337242168
1.0326099999999698,8.337242168
2.9049000000000014,8.337242168
6.107700000000007,8.327902142
3.738700000000004,8.327902142
4.427700000000004,8.327902142
3.716400000000002,8.327902142
3.766610000000008,8.318758763
-1.5241000000000025,8.318758763
4.323000000000005,8.318758763
4.375500000000007,8.318758763
4.184740000000002,8.318758763
4.184740000000002,8.318758763
3.702620000000004,8.318758763
4.967000000000004,8.30980392
4.967000000000004,8.30980392
4.967000000000004,8.30980392
-0.8591999999999893,8.30980392
2.5981700000000005,8.30980392
0.8004000000000131,8.30980392
0.8004000000000131,8.30980392
0.777900000000004,8.301029996
5.654140000000007,8.301029996
5.965340000000005,8.301029996
3.8079000000000023,8.301029996
4.234100000000005,8.301029996
5.798000000000008,8.301029996
4.555000000000005,8.301029996
5.6530000000000085,8.301029996
4.159100000000003,8.301029996
0.2807400000000025,8.301029996
5.828600000000008,8.301029996
2.517,8.301029996
2.8773000000000004,8.301029996
3.051400000000001,8.301029996
3.801800000000001,8.292429824
1.5054000000000074,8.292429824
3.0627000000000013,8.292429824
4.238500000000004,8.292429824
3.4971000000000023,8.292429824
3.996300000000004,8.292429824
3.445800000000001,8.292429824
3.038820000000002,8.283996656
5.600400000000006,8.283996656
5.364400000000005,8.283996656
-1.6181999999999954,8.283996656
-1.307999999999996,8.283996656
-1.307999999999996,8.283996656
1.8454000000000044,8.283996656
2.7197000000000005,8.283996656
6.858800000000009,8.283996656
3.8823000000000016,8.27572413
3.617300000000002,8.27572413
1.525720000000001,8.26760624
3.574300000000003,8.26760624
4.013800000000003,8.26760624
3.3263000000000016,8.26760624
5.898600000000005,8.26760624
3.354400000000002,8.26760624
3.943800000000003,8.26760624
4.152600000000003,8.259637311
4.829670000000004,8.259637311
4.351600000000004,8.259637311
4.829670000000004,8.259637311
0.3489000000000004,8.259637311
4.529600000000004,8.259637311
5.647440000000006,8.259637311
2.527500000000001,8.259637311
3.1990000000000034,8.251811973
3.1990000000000034,8.251811973
4.106600000000004,8.251811973
3.4871000000000025,8.251811973
-0.0983900000000203,8.251811973
3.382600000000002,8.251811973
4.741700000000004,8.244125144
6.727200000000008,8.244125144
0.534400000000006,8.244125144
0.534400000000006,8.244125144
5.227100000000005,8.244125144
4.591200000000004,8.244125144
2.0261399999999994,8.244125144
2.0261399999999994,8.244125144
2.12122,8.236572006
2.7635000000000023,8.236572006
6.205400000000006,8.229147988
5.235700000000005,8.229147988
4.608900000000005,8.229147988
3.2729000000000026,8.229147988
3.7499400000000014,8.229147988
3.7499400000000014,8.229147988
6.260300000000006,8.229147988
4.139500000000004,8.22184875
4.482300000000004,8.22184875
4.025100000000005,8.214670165
2.278300000000007,8.214670165
-2.7348600000000154,8.214670165
5.672820000000006,8.207608311
5.056200000000006,8.207608311
2.9678099999999885,8.207608311
-0.4073300000000252,8.207608311
-2.530760000000031,8.207608311
1.4744,8.207608311
6.480200000000007,8.200659451
1.5254,8.200659451
3.6658000000000026,8.200659451
3.7062000000000026,8.200659451
4.494800000000004,8.193820026
0.6882000000000119,8.193820026
-2.6268,8.193820026
6.205400000000006,8.193820026
3.2353000000000023,8.193820026
3.744900000000003,8.187086643
2.7681000000000013,8.187086643
2.0581000000000014,8.187086643
2.0581000000000014,8.187086643
5.655300000000006,8.187086643
6.205400000000007,8.187086643
3.974520000000004,8.187086643
4.159000000000003,8.180456064
-2.108100000000002,8.180456064
7.158900000000007,8.180456064
4.575000000000004,8.173925197
6.727200000000008,8.173925197
5.655300000000006,8.173925197
5.250500000000004,8.173925197
5.176300000000007,8.167491087
1.7374000000000105,8.167491087
3.017000000000001,8.167491087
2.412,8.167491087
3.3161000000000014,8.167491087
2.772100000000002,8.167491087
4.640800000000004,8.161150909
5.362300000000006,8.161150909
1.7371000000000107,8.161150909
4.176400000000003,8.161150909
3.0375000000000014,8.15490196
4.834200000000004,8.15490196
4.306100000000003,8.15490196
-6.662689999999952,8.15490196
4.463300000000004,8.148741651
4.463300000000004,8.148741651
1.1153000000000055,8.148741651
5.752400000000006,8.148741651
5.194000000000006,8.148741651
4.319100000000003,8.142667504
4.219600000000003,8.142667504
-1.307999999999996,8.13667714
-1.307999999999996,8.13667714
5.752400000000006,8.13667714
5.442700000000004,8.13667714
7.620200000000008,8.13076828
0.6882000000000119,8.13076828
2.0007,8.13076828
5.782600000000006,8.13076828
3.4863000000000026,8.13076828
4.511200000000003,8.13076828
5.197500000000005,8.124938737
7.088600000000007,8.124938737
4.319500000000004,8.119186408
3.2333000000000016,8.119186408
4.421500000000004,8.113509275
5.051000000000005,8.113509275
4.413600000000004,8.107905397
4.413600000000004,8.107905397
1.5054000000000085,8.107905397
-0.2271999999999873,8.107905397
4.555000000000005,8.107905397
0.9084000000000072,8.107905397
5.813300000000008,8.107905397
3.437000000000002,8.107905397
2.1558000000000024,8.107905397
1.3238000000000107,8.102372909
1.3238000000000107,8.102372909
3.337800000000001,8.102372909
5.543900000000007,8.096910013
3.727300000000004,8.096910013
4.319500000000004,8.096910013
10.150299999999998,8.096910013
1.1153000000000055,8.091514981
3.651100000000002,8.091514981
4.019700000000003,8.091514981
5.501820000000007,8.091514981
-3.940799999999993,8.086186148
2.034080000000014,8.086186148
2.034080000000014,8.086186148
4.003600000000006,8.086186148
5.655300000000006,8.086186148
3.872300000000002,8.086186148
3.240000000000002,8.086186148
5.373000000000005,8.080921908
6.329700000000006,8.080921908
9.7932,8.080921908
1.3583,8.080921908
6.516000000000007,8.075720714
3.358000000000001,8.075720714
3.163600000000001,8.070581074
4.243800000000004,8.070581074
2.8209000000000017,8.070581074
4.750100000000003,8.070581074
3.3051000000000013,8.070581074
3.0004600000000003,8.065501549
3.5549000000000017,8.065501549
2.2203,8.065501549
5.176300000000007,8.060480747
5.259800000000005,8.060480747
1.3993,8.055517328
3.2494000000000023,8.050609993
3.2494000000000023,8.050609993
4.6661000000000055,8.045757491
5.569700000000005,8.045757491
5.477400000000006,8.045757491
5.477400000000006,8.045757491
4.305600000000004,8.040958608
-1.2515900000000213,8.040958608
2.6771,8.040958608
2.6771,8.040958608
-1.624199999999995,8.040958608
-6.887000000000014,8.036212173
5.655300000000006,8.036212173
0.9007999999999996,8.031517051
0.9229000000000008,8.031517051
5.250000000000005,8.031517051
5.2484000000000055,8.031517051
5.1331400000000045,8.031517051
2.512500000000002,8.031517051
1.7629000000000004,8.031517051
3.419500000000002,8.031517051
6.763800000000007,8.031517051
4.1427400000000025,8.026872146
1.2922999999999996,8.026872146
2.6346000000000007,8.026872146
2.6346000000000007,8.026872146
2.5627000000000004,8.026872146
8.470800000000008,8.026872146
8.694800000000006,8.026872146
8.694800000000006,8.026872146
1.1153000000000066,8.022276395
6.214300000000007,8.022276395
2.2776000000000005,8.022276395
3.462920000000002,8.017728767
1.5054000000000074,8.013228266
4.333500000000004,8.013228266
2.754900000000002,8.013228266
3.1891000000000016,8.008773924
2.750000000000001,8.008773924
1.2000999999999995,8.008773924
-4.016500000000028,8.008773924
4.238100000000003,8.008773924
1.5054000000000085,8.004364805
2.3574,8.004364805
6.260300000000006,8.004364805
5.468200000000008,8.0
4.785100000000004,8.0
2.702100000000001,8.0
4.467100000000004,8.0
3.752300000000002,8.0
5.052800000000004,8.0
0.7122000000000046,8.0
-1.054899999999994,8.0
3.3347000000000016,8.0
4.442400000000004,7.995678626
1.1153000000000066,7.987162775
4.886700000000004,7.987162775
4.116300000000003,7.978810701
4.116300000000003,7.978810701
2.3581000000000003,7.962573502
2.3581000000000003,7.962573502
7.761100000000009,7.958607315
2.264940000000001,7.958607315
4.759400000000004,7.958607315
2.7168,7.958607315
0.5767000000000028,7.958607315
1.1981,7.958607315
-0.4961999999999984,7.958607315
4.912100000000006,7.958607315
4.369800000000004,7.958607315
6.949500000000008,7.958607315
2.058670000000001,7.958607315
5.9869400000000095,7.958607315
3.5099000000000027,7.958607315
3.331100000000002,7.958607315
8.176900000000009,7.958607315
2.4502,7.958607315
4.405300000000003,7.958607315
6.083900000000007,7.954677021
2.888680000000001,7.954677021
3.6661000000000032,7.954677021
4.502600000000003,7.950781977
6.116300000000007,7.946921557
3.3031000000000024,7.935542011
4.127800000000002,7.931814138
5.463600000000006,7.931814138
1.5522400000000047,7.931814138
1.3576999999999992,7.928117993
2.227300000000001,7.928117993
3.203000000000002,7.920818754
3.203000000000002,7.920818754
4.478400000000004,7.920818754
5.6501000000000055,7.920818754
2.6093000000000064,7.920818754
2.676000000000002,7.920818754
3.365600000000002,7.920818754
6.602500000000008,7.920818754
11.068499999999991,7.920818754
6.602500000000008,7.920818754
2.5446000000000013,7.91721463
0.544100000000002,7.91721463
-6.037199999999985,7.913640169
3.073900000000002,7.913640169
-6.037199999999985,7.913640169
1.0341999999999991,7.913640169
6.497800000000007,7.910094889
2.754900000000002,7.906578315
6.325300000000008,7.903089987
3.1423000000000005,7.899629455
2.753,7.899629455
2.6474,7.88941029
4.832500000000004,7.88941029
7.538100000000009,7.88941029
2.610400000000001,7.88941029
2.473700000000001,7.886056648
5.916540000000005,7.886056648
5.373000000000005,7.886056648
3.4918000000000022,7.886056648
5.472700000000004,7.886056648
3.427100000000001,7.886056648
5.501400000000006,7.886056648
5.360000000000008,7.886056648
4.254000000000003,7.886056648
4.018700000000003,7.886056648
3.8606000000000025,7.886056648
3.8606000000000025,7.886056648
10.573399999999996,7.886056648
5.717600000000005,7.886056648
6.901500000000008,7.882728704
4.161200000000003,7.879426069
1.7894,7.876148359
0.3878000000000045,7.863279433
5.608100000000006,7.863279433
2.817200000000001,7.860120914
3.711100000000003,7.860120914
4.789800000000005,7.8569852
